case_candidate_id,sample_id,sample_type,attack_family,attack_name,attack_target_model,original_image_id,generated_image_id,fold,final_label,source_dataset,image_relative_path,image_sha256_manifest,image_md5_manifest,manifest_source,evaluated_model,evaluation_fold,model_checkpoint_path,image_exists,image_sha256_actual,image_md5_actual,prediction,confidence,prob_non_weapon,prob_weapon,true_label_confidence,correct,error,created_at,clean_correct,clean_confidence,confidence_delta_vs_clean,sample_type_norm,final_label_norm,prediction_norm,attack_name_norm,attack_family_norm,confidence_numeric,correct_bool,clean_correct_bool,true_label_confidence_delta_numeric,attack_filter_key,priority_rank,priority_score,true_label_drop_abs,unique_case_key,attack_order,manual_xai_decision,manual_xai_notes,manual_reviewer_id,manual_timestamp,manual_xai_state
candidate_0011,img_00015272__superdeepfool__efficientnet_b0,perturbed,adversarial,superdeepfool,efficientnet_b0,img_00015272,img_00015272__superdeepfool__efficientnet_b0,fold_5,non_weapon,05_deepweb,attacks/adversarial/superdeepfool/efficientnet_b0/fold_5/non_weapon/img_00015272__superdeepfool__efficientnet_b0.png,977f47bc1a714a0bf1b09974f1e43f30c89ac5c6b22273e2cce52a97c8b0e2aa,5979e4b6b7e76450b15e90cc47c1f9e5,attacks/manifests/adversarial_superdeepfool_efficientnet_b0_manifest.csv,efficientnet_b0,fold_5,models/checkpoints/efficientnet_b0/fold_5.pt,True,977f47bc1a714a0bf1b09974f1e43f30c89ac5c6b22273e2cce52a97c8b0e2aa,5979e4b6b7e76450b15e90cc47c1f9e5,weapon,0.8692224621772766,0.1307774782180786,0.8692224621772766,0.1307774782180786,False,,2026-05-11T17:03:55+00:00,True,0.9915189146995544,-0.1222964525222778,perturbed,non_weapon,weapon,superdeepfool,adversarial,0.8692224621772766,False,True,0.0,superdeepfool,2,0.8692224621772766,0.0,img_00015272,3,,,,,pending
candidate_0012,img_00014412__superdeepfool__efficientnet_b0,perturbed,adversarial,superdeepfool,efficientnet_b0,img_00014412,img_00014412__superdeepfool__efficientnet_b0,fold_5,non_weapon,05_deepweb,attacks/adversarial/superdeepfool/efficientnet_b0/fold_5/non_weapon/img_00014412__superdeepfool__efficientnet_b0.png,fa0e686012358339ae1b84b86a562a8746a9f04cafd518e3aab00295a7a07053,3248bb1de97992e85af3e8dbc01452b9,attacks/manifests/adversarial_superdeepfool_efficientnet_b0_manifest.csv,efficientnet_b0,fold_5,models/checkpoints/efficientnet_b0/fold_5.pt,True,fa0e686012358339ae1b84b86a562a8746a9f04cafd518e3aab00295a7a07053,3248bb1de97992e85af3e8dbc01452b9,weapon,0.8149763941764832,0.1850236356258392,0.8149763941764832,0.1850236356258392,False,,2026-05-11T17:03:55+00:00,True,0.9990338087081908,-0.1840574145317077,perturbed,non_weapon,weapon,superdeepfool,adversarial,0.8149763941764832,False,True,0.0,superdeepfool,2,0.8149763941764832,0.0,img_00014412,3,,,,,pending
candidate_0013,img_00014484__color_shift__model_agnostic,perturbed,adversarial,color_shift,model_agnostic,img_00014484,img_00014484__color_shift__model_agnostic,fold_2,weapon,05_deepweb,attacks/adversarial/color_shift/model_agnostic/fold_2/weapon/img_00014484__color_shift__model_agnostic.jpg,474aa54df26172135cca6d7630e413d5812b390b87807628955c38185dbdc6eb,279ba0b8dadb39b5fc5d51d3ca302ee0,attacks/manifests/adversarial_color_shift_manifest.csv,efficientnet_b0,fold_2,models/checkpoints/efficientnet_b0/fold_2.pt,True,474aa54df26172135cca6d7630e413d5812b390b87807628955c38185dbdc6eb,279ba0b8dadb39b5fc5d51d3ca302ee0,non_weapon,0.6469144821166992,0.6469144821166992,0.3530855178833008,0.3530855178833008,False,,2026-05-11T17:03:55+00:00,True,0.5298157930374146,0.1170986890792846,perturbed,weapon,non_weapon,color_shift,adversarial,0.6469144821166992,False,True,0.0,color_shift,1,0.6469144821166992,0.0,img_00014484,4,,,,,pending
candidate_0014,img_00014675__color_shift__model_agnostic,perturbed,adversarial,color_shift,model_agnostic,img_00014675,img_00014675__color_shift__model_agnostic,fold_4,non_weapon,05_deepweb,attacks/adversarial/color_shift/model_agnostic/fold_4/non_weapon/img_00014675__color_shift__model_agnostic.jpg,c027e8a8475502b89a845ee253472d83f716c3b657f9dc64552dcf8ce341375b,8545ab7a6671005a3e9e6654d3741403,attacks/manifests/adversarial_color_shift_manifest.csv,efficientnet_b0,fold_4,models/checkpoints/efficientnet_b0/fold_4.pt,True,c027e8a8475502b89a845ee253472d83f716c3b657f9dc64552dcf8ce341375b,8545ab7a6671005a3e9e6654d3741403,weapon,0.5584307312965393,0.4415692389011383,0.5584307312965393,0.4415692389011383,False,,2026-05-11T17:03:55+00:00,True,0.5917089581489563,-0.0332782268524169,perturbed,non_weapon,weapon,color_shift,adversarial,0.5584307312965393,False,True,0.0,color_shift,2,0.5584307312965393,0.0,img_00014675,4,,,,,pending
candidate_0015,img_00012949__color_shift__model_agnostic,perturbed,adversarial,color_shift,model_agnostic,img_00012949,img_00012949__color_shift__model_agnostic,fold_2,non_weapon,03_google_scraped,attacks/adversarial/color_shift/model_agnostic/fold_2/non_weapon/img_00012949__color_shift__model_agnostic.jpg,ff5ccfa1f5cbd95db073818cb43168fffe2a0e7688c1966aacc55d8170500ed9,f8cc2c97b4fe7e2d684800520e1d53c5,attacks/manifests/adversarial_color_shift_manifest.csv,efficientnet_b0,fold_2,models/checkpoints/efficientnet_b0/fold_2.pt,True,ff5ccfa1f5cbd95db073818cb43168fffe2a0e7688c1966aacc55d8170500ed9,f8cc2c97b4fe7e2d684800520e1d53c5,weapon,0.9998433589935304,0.0001566656428622,0.9998433589935304,0.0001566656428622,False,,2026-05-11T17:03:55+00:00,False,0.9997519850730896,9.137392044067384e-05,perturbed,non_weapon,weapon,color_shift,adversarial,0.9998433589935304,False,False,0.0,color_shift,3,0.9998433589935304,0.0,img_00012949,4,,,,,pending
candidate_0016,img_00014484__jpeg_recompression,perturbed,anti_forensic,jpeg_recompression,unknown,img_00014484,img_00014484__jpeg_recompression,fold_2,weapon,05_deepweb,attacks/anti_forensic/jpeg_recompression/fold_2/weapon/img_00014484__jpeg_recompression.jpg,a2b045402fa4f683a12e1fdd34d44b1704d40d42a8cc0acff499625b905e7a12,8f9f4d94a60f08d0692fa60edc56ad36,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_2,models/checkpoints/efficientnet_b0/fold_2.pt,True,a2b045402fa4f683a12e1fdd34d44b1704d40d42a8cc0acff499625b905e7a12,8f9f4d94a60f08d0692fa60edc56ad36,non_weapon,0.5377478003501892,0.5377478003501892,0.4622521102428436,0.4622521102428436,False,,2026-05-11T17:03:55+00:00,True,0.5298157930374146,0.0079320073127746,perturbed,weapon,non_weapon,jpeg_recompression,anti_forensic,0.5377478003501892,False,True,0.0,jpeg_recompression,1,0.5377478003501892,0.0,img_00014484,5,,,,,pending
candidate_0017,img_00014675__jpeg_recompression,perturbed,anti_forensic,jpeg_recompression,unknown,img_00014675,img_00014675__jpeg_recompression,fold_4,non_weapon,05_deepweb,attacks/anti_forensic/jpeg_recompression/fold_4/non_weapon/img_00014675__jpeg_recompression.jpg,0ab9c7a5152edfdefe517a3b1ec33f1a731e2ac2004c165dca00132cdfbf547b,c0f649aaa8a4b2be97fbd2e2fa0f8773,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_4,models/checkpoints/efficientnet_b0/fold_4.pt,True,0ab9c7a5152edfdefe517a3b1ec33f1a731e2ac2004c165dca00132cdfbf547b,c0f649aaa8a4b2be97fbd2e2fa0f8773,weapon,0.5987850427627563,0.4012149572372436,0.5987850427627563,0.4012149572372436,False,,2026-05-11T17:03:55+00:00,True,0.5917089581489563,0.0070760846138,perturbed,non_weapon,weapon,jpeg_recompression,anti_forensic,0.5987850427627563,False,True,0.0,jpeg_recompression,2,0.5987850427627563,0.0,img_00014675,5,,,,,pending
candidate_0018,img_00012949__jpeg_recompression,perturbed,anti_forensic,jpeg_recompression,unknown,img_00012949,img_00012949__jpeg_recompression,fold_2,non_weapon,03_google_scraped,attacks/anti_forensic/jpeg_recompression/fold_2/non_weapon/img_00012949__jpeg_recompression.jpg,aff0241492b4c16bf444d4eb52a3d0c96cacdccfaaad054d84bf8897fd45d581,6007c3dc1c3d80f4c03a1a06eeaffe64,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_2,models/checkpoints/efficientnet_b0/fold_2.pt,True,aff0241492b4c16bf444d4eb52a3d0c96cacdccfaaad054d84bf8897fd45d581,6007c3dc1c3d80f4c03a1a06eeaffe64,weapon,0.999749720096588,0.0002502320858184,0.999749720096588,0.0002502320858184,False,,2026-05-11T17:03:55+00:00,False,0.9997519850730896,-2.264976501464844e-06,perturbed,non_weapon,weapon,jpeg_recompression,anti_forensic,0.999749720096588,False,False,0.0,jpeg_recompression,3,0.999749720096588,0.0,img_00012949,5,,,,,pending
candidate_0019,img_00014510__resample_resize,perturbed,anti_forensic,resample_resize,unknown,img_00014510,img_00014510__resample_resize,fold_3,weapon,05_deepweb,attacks/anti_forensic/resample_resize/fold_3/weapon/img_00014510__resample_resize.jpg,aa340267bb073fd228f76384ff495d1d0e9ce6117a46a3de4ad1519fa3a1ddb8,5b5c7ae905749879e77bcecbf2bce98b,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_3,models/checkpoints/efficientnet_b0/fold_3.pt,True,aa340267bb073fd228f76384ff495d1d0e9ce6117a46a3de4ad1519fa3a1ddb8,5b5c7ae905749879e77bcecbf2bce98b,non_weapon,0.6797064542770386,0.6797064542770386,0.3202936053276062,0.3202936053276062,False,,2026-05-11T17:03:55+00:00,True,0.6350021362304688,0.0447043180465698,perturbed,weapon,non_weapon,resample_resize,anti_forensic,0.6797064542770386,False,True,0.0,resample_resize,1,0.6797064542770386,0.0,img_00014510,6,,,,,pending
candidate_0020,img_00000474__resample_resize,perturbed,anti_forensic,resample_resize,unknown,img_00000474,img_00000474__resample_resize,fold_3,weapon,02_deepfirearm,attacks/anti_forensic/resample_resize/fold_3/weapon/img_00000474__resample_resize.jpg,e17fa5769dd9f009c1ed8390428f39536259eb443c8d29b1e0a8799995a732a9,406ed411ac1ea3bc277e3c522a63bc65,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_3,models/checkpoints/efficientnet_b0/fold_3.pt,True,e17fa5769dd9f009c1ed8390428f39536259eb443c8d29b1e0a8799995a732a9,406ed411ac1ea3bc277e3c522a63bc65,non_weapon,0.6388352513313293,0.6388352513313293,0.3611647486686706,0.3611647486686706,False,,2026-05-11T17:03:55+00:00,True,0.8375919461250305,-0.1987566947937011,perturbed,weapon,non_weapon,resample_resize,anti_forensic,0.6388352513313293,False,True,0.0,resample_resize,1,0.6388352513313293,0.0,img_00000474,6,,,,,pending
candidate_0021,img_00012949__resample_resize,perturbed,anti_forensic,resample_resize,unknown,img_00012949,img_00012949__resample_resize,fold_2,non_weapon,03_google_scraped,attacks/anti_forensic/resample_resize/fold_2/non_weapon/img_00012949__resample_resize.jpg,b4f42a74973ff98a54283578299f443aaee46a28f076f7b6c736689a2d7ebf83,e745611ff12983c0afa5da21365e56b2,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_2,models/checkpoints/efficientnet_b0/fold_2.pt,True,b4f42a74973ff98a54283578299f443aaee46a28f076f7b6c736689a2d7ebf83,e745611ff12983c0afa5da21365e56b2,weapon,0.9996960163116456,0.0003040672454517,0.9996960163116456,0.0003040672454517,False,,2026-05-11T17:03:55+00:00,False,0.9997519850730896,-5.59687614440918e-05,perturbed,non_weapon,weapon,resample_resize,anti_forensic,0.9996960163116456,False,False,0.0,resample_resize,3,0.9996960163116456,0.0,img_00012949,6,,,,,pending
candidate_0022,img_00000474__gaussian_blur,perturbed,anti_forensic,gaussian_blur,unknown,img_00000474,img_00000474__gaussian_blur,fold_3,weapon,02_deepfirearm,attacks/anti_forensic/gaussian_blur/fold_3/weapon/img_00000474__gaussian_blur.jpg,2b6dace7a02fa60c16e66111affa712404ff0da0c3587f30559112456530793b,70b42bc42630ea30b2469ad1c3b80a31,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_3,models/checkpoints/efficientnet_b0/fold_3.pt,True,2b6dace7a02fa60c16e66111affa712404ff0da0c3587f30559112456530793b,70b42bc42630ea30b2469ad1c3b80a31,non_weapon,0.9104141592979432,0.9104141592979432,0.0895858108997345,0.0895858108997345,False,,2026-05-11T17:03:55+00:00,True,0.8375919461250305,0.0728222131729126,perturbed,weapon,non_weapon,gaussian_blur,anti_forensic,0.9104141592979432,False,True,0.0,gaussian_blur,1,0.9104141592979432,0.0,img_00000474,7,,,,,pending
candidate_0023,img_00014510__gaussian_blur,perturbed,anti_forensic,gaussian_blur,unknown,img_00014510,img_00014510__gaussian_blur,fold_3,weapon,05_deepweb,attacks/anti_forensic/gaussian_blur/fold_3/weapon/img_00014510__gaussian_blur.jpg,7d6d77ff2b3b6c2522f070940c547da3c52f0982e9d398b876fa2611bee99e41,e59f22ba7bf770dc36fa021fb782ff8a,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_3,models/checkpoints/efficientnet_b0/fold_3.pt,True,7d6d77ff2b3b6c2522f070940c547da3c52f0982e9d398b876fa2611bee99e41,e59f22ba7bf770dc36fa021fb782ff8a,non_weapon,0.8370004892349243,0.8370004892349243,0.1629995256662368,0.1629995256662368,False,,2026-05-11T17:03:55+00:00,True,0.6350021362304688,0.2019983530044555,perturbed,weapon,non_weapon,gaussian_blur,anti_forensic,0.8370004892349243,False,True,0.0,gaussian_blur,1,0.8370004892349243,0.0,img_00014510,7,,,,,pending
candidate_0024,img_00013599__gaussian_blur,perturbed,anti_forensic,gaussian_blur,unknown,img_00013599,img_00013599__gaussian_blur,fold_2,weapon,04_telegram_youtube,attacks/anti_forensic/gaussian_blur/fold_2/weapon/img_00013599__gaussian_blur.jpg,0a6d467cd3b9d74c668c3f4652c536346af377c61da5e822356d949139f39c0a,1b569629534fb134dacbdc46facda534,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_2,models/checkpoints/efficientnet_b0/fold_2.pt,True,0a6d467cd3b9d74c668c3f4652c536346af377c61da5e822356d949139f39c0a,1b569629534fb134dacbdc46facda534,non_weapon,0.8314779996871948,0.8314779996871948,0.1685219705104828,0.1685219705104828,False,,2026-05-11T17:03:55+00:00,True,0.728446900844574,0.1030310988426208,perturbed,weapon,non_weapon,gaussian_blur,anti_forensic,0.8314779996871948,False,True,0.0,gaussian_blur,1,0.8314779996871948,0.0,img_00013599,7,,,,,pending
candidate_0025,img_00000474__histogram_modification,perturbed,anti_forensic,histogram_modification,unknown,img_00000474,img_00000474__histogram_modification,fold_3,weapon,02_deepfirearm,attacks/anti_forensic/histogram_modification/fold_3/weapon/img_00000474__histogram_modification.jpg,654d7cd23018aaeaffa4d599cdc08d443d5af7808ae9de89c0839ab46e0624a8,91086b52a0016aac17e3f890a6460e5f,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_3,models/checkpoints/efficientnet_b0/fold_3.pt,True,654d7cd23018aaeaffa4d599cdc08d443d5af7808ae9de89c0839ab46e0624a8,91086b52a0016aac17e3f890a6460e5f,non_weapon,0.9879887104034424,0.9879887104034424,0.0120112998411059,0.0120112998411059,False,,2026-05-11T17:03:55+00:00,True,0.8375919461250305,0.1503967642784118,perturbed,weapon,non_weapon,histogram_modification,anti_forensic,0.9879887104034424,False,True,0.0,histogram_modification,1,0.9879887104034424,0.0,img_00000474,8,,,,,pending
candidate_0026,img_00013588__histogram_modification,perturbed,anti_forensic,histogram_modification,unknown,img_00013588,img_00013588__histogram_modification,fold_1,weapon,04_telegram_youtube,attacks/anti_forensic/histogram_modification/fold_1/weapon/img_00013588__histogram_modification.jpg,e63a26af49e20396b6c0e90446523b972b048384fa70e42d1424ed980dd91fae,604344e416b7de49dcb92551c4d19397,attacks/manifests/anti_forensic_attacks_manifest.csv,efficientnet_b0,fold_1,models/checkpoints/efficientnet_b0/fold_1.pt,True,e63a26af49e20396b6c0e90446523b972b048384fa70e42d1424ed980dd91fae,604344e416b7de49dcb92551c4d19397,non_weapon,0.8701076507568359,0.8701076507568359,0.1298923194408416,0.1298923194408416,False,,2026-05-11T17:03:55+00:00,True,0.9757394790649414,-0.1056318283081054,perturbed,weapon,non_weapon,histogram_modification,anti_forensic,0.8701076507568359,False,True,0.0,histogram_modification,1,0.8701076507568359,0.0,img_00013588,8,,,,,pending
