relative_path,filename,extension,size_bytes,is_image,sha256
weapon_detection/train/images/Automatic Rifle_68.jpeg,Automatic Rifle_68.jpeg,.jpeg,135659,1,53632b0dcc9c8b8b79da2cf9ed829da6f1e49241eba912c0c63bb10ba00a8ff8
weapon_detection/train/images/Automatic Rifle_69.jpeg,Automatic Rifle_69.jpeg,.jpeg,112104,1,8a71d85b3ac276a65d8e0ab5acb05ed331d6127ffc43c1e9f31d73c3b46ae3f2
weapon_detection/train/images/Automatic Rifle_7.jpeg,Automatic Rifle_7.jpeg,.jpeg,12990,1,9a3cca267e932276dd92df9f89d153bec047f7d3668809603abaaa92fcadf505
weapon_detection/train/images/Automatic Rifle_71.jpeg,Automatic Rifle_71.jpeg,.jpeg,78383,1,2fb025a217de8ccbe504cce990fccec5d020929c4c515c7cd0b188b107c0577a
weapon_detection/train/images/Automatic Rifle_72.jpeg,Automatic Rifle_72.jpeg,.jpeg,11092,1,26f8fa5843c782aba4050387432cef9120e1398fcc3d9f33622a7f20785c4192
weapon_detection/train/images/Automatic Rifle_74.png,Automatic Rifle_74.png,.png,173448,1,2af36d13abb4920c36aad05803dd2cd1879c14828e93b928131516dcdd8ae218
weapon_detection/train/images/Automatic Rifle_75.png,Automatic Rifle_75.png,.png,1272939,1,eee84e331a998e33668f7a95f655d1a033abf222c1d1e5e1e90bb2f7d63734a1
weapon_detection/train/images/Automatic Rifle_78.jpeg,Automatic Rifle_78.jpeg,.jpeg,289619,1,310dbe2c4a9befd295507d278c89803776713d46205fd64bae0e081d7cd18468
weapon_detection/train/images/Automatic Rifle_79.jpeg,Automatic Rifle_79.jpeg,.jpeg,11115,1,453eb08868994be0767d8d1590c80a5137a42350c8a174407f785515d00edc23
weapon_detection/train/images/Automatic Rifle_80.jpeg,Automatic Rifle_80.jpeg,.jpeg,19727,1,77023af700c6393981c82b34a69ca3f178c5499564dc4bf6cfba4277204763c5
weapon_detection/train/images/Automatic Rifle_85.jpeg,Automatic Rifle_85.jpeg,.jpeg,53511,1,69f1b2e9a1945edacb78acbe7d33021cb549a42879cfde1ad73a9205d789c0c8
weapon_detection/train/images/Automatic Rifle_93.jpeg,Automatic Rifle_93.jpeg,.jpeg,208422,1,cbed5705b306dc191b389af4ee5070a53ead30830b58b2bae6ab2e99b2fcb68f
weapon_detection/train/images/Automatic Rifle_99.jpeg,Automatic Rifle_99.jpeg,.jpeg,138765,1,b688cfe79be264ce6347e6fa54b87bef7bf1fb83acaffb233e66eeb06390010a
weapon_detection/train/images/Bazooka_10.png,Bazooka_10.png,.png,80440,1,019f593c860ddba186aa3597f05740059ebe3503a44fd9fe254487ddc3c002f7
weapon_detection/train/images/Bazooka_100.jpeg,Bazooka_100.jpeg,.jpeg,33012,1,ac2e4bf94891aed812cc19a7a509fdca140edb7b2213be6e55714be1169df87f
weapon_detection/train/images/Bazooka_11.png,Bazooka_11.png,.png,99169,1,cfdd210f4c7cbaf950a906cec6e5f373cc3ee41525b98c36c91f8f27d849b218
weapon_detection/train/images/Bazooka_12.jpeg,Bazooka_12.jpeg,.jpeg,61148,1,cb5dc81b97e32fd9b18c6af4a1f8e3e9e8f553dfa16a752df0f5d5597b320010
weapon_detection/train/images/Bazooka_13.jpeg,Bazooka_13.jpeg,.jpeg,167309,1,7ec98855dd0534faf544012fdd44a1da79c9d1a5af097d91b847c502ae456a1a
weapon_detection/train/images/Bazooka_14.jpeg,Bazooka_14.jpeg,.jpeg,172653,1,db0f76420a05f9c1869d590230d41cd04eec976a0890cc612374f956b0ef91e5
weapon_detection/train/images/Bazooka_15.jpeg,Bazooka_15.jpeg,.jpeg,111360,1,96a9aeb36e7999a906724b1c202b5704d5eb1b4e58154547e50dacb26cdcb579
weapon_detection/train/images/Bazooka_17.jpeg,Bazooka_17.jpeg,.jpeg,24865,1,d1a0e0efd878d54e141d8a254728e7c04d09f11325aac0e6798c2d63bf98b29b
weapon_detection/train/images/Bazooka_19.jpeg,Bazooka_19.jpeg,.jpeg,73971,1,3b168cfcf09e60df60e6c781dec2930869c60a21dcf6cc6391fd2e68318a559f
weapon_detection/train/images/Bazooka_20.jpeg,Bazooka_20.jpeg,.jpeg,22260,1,fd835a21532d3817e63c1f13582b026d9c9fc5a798fcd9cc87d4bdc805cfabf4
weapon_detection/train/images/Bazooka_21.jpeg,Bazooka_21.jpeg,.jpeg,56771,1,39c14c74a7fbcc4740eb5a9a4af83f2a0a1b06ff6ba75078b5faf169cd2919f6
weapon_detection/train/images/Bazooka_24.jpeg,Bazooka_24.jpeg,.jpeg,47293,1,b07df09db3929bc861013fe44bfacac293c491144a417b1f94b78dea110f31df
weapon_detection/train/images/Bazooka_26.jpeg,Bazooka_26.jpeg,.jpeg,17045,1,848ac501d5a93a676c741baad4b649c4abbcad2cc584503251e24c6ec84148c9
weapon_detection/train/images/Bazooka_3.jpeg,Bazooka_3.jpeg,.jpeg,12562,1,2f8bf516982a01ffa34004065050fd67ccffdb05b457a10a32a381f6a8c788ce
weapon_detection/train/images/Bazooka_30.jpeg,Bazooka_30.jpeg,.jpeg,159662,1,93b54eeb0b165abd0c93e28afb74ffd35fd698b50ce01a36279ddd2f7fc52cf2
weapon_detection/train/images/Bazooka_32.jpeg,Bazooka_32.jpeg,.jpeg,83316,1,f3dd81e40dbc326e739d3713c8441a722411550909c045b845d4af92c2511261
weapon_detection/train/images/Bazooka_33.jpeg,Bazooka_33.jpeg,.jpeg,120762,1,6248f185d7111da063c28df317a739852f2e21415a740e8896f3af0b0461430b
weapon_detection/train/images/Bazooka_34.jpeg,Bazooka_34.jpeg,.jpeg,33012,1,ac2e4bf94891aed812cc19a7a509fdca140edb7b2213be6e55714be1169df87f
weapon_detection/train/images/Bazooka_39.jpeg,Bazooka_39.jpeg,.jpeg,29076,1,c6d15f9b593e6f1eef2b8e670e10f9bf5046a139d1d413e96f7d3ff1a440348c
weapon_detection/train/images/Bazooka_4.jpeg,Bazooka_4.jpeg,.jpeg,7684,1,30fbe238893e020f2cfe57c8719ca7c6a8b3a2ce1108941dee7e7a916346eeaf
weapon_detection/train/images/Bazooka_40.png,Bazooka_40.png,.png,572361,1,577347090648ab4dae4fca94cdbbfae820ebc26066e5158df15fa0dd44f49a4a
weapon_detection/train/images/Bazooka_42.jpeg,Bazooka_42.jpeg,.jpeg,104249,1,5c4f317adaaf6d6e6378703135ecb3e73dcd9ceff693524c573151938c3c1dfd
weapon_detection/train/images/Bazooka_43.jpeg,Bazooka_43.jpeg,.jpeg,53581,1,e60a12774cf5ee637aedcd6235e2d5a6ff1ba29e7b4bb241f12b7532ef8218f9
weapon_detection/train/images/Bazooka_45.jpeg,Bazooka_45.jpeg,.jpeg,182192,1,341672abaeb985b5233c8761d820df11514b39a1bff01c8d673d23796dc71f2d
weapon_detection/train/images/Bazooka_49.jpeg,Bazooka_49.jpeg,.jpeg,12594,1,a6b8adc94c664f51295847512be1fb7708b7d385301972bcb0e00d9ab5e138a9
weapon_detection/train/images/Bazooka_5.jpeg,Bazooka_5.jpeg,.jpeg,15338,1,1d00840b7acdf9fcca8f9893154f4e9e35d2bfe7972b7a574fe867dce2e0828a
weapon_detection/train/images/Bazooka_50.png,Bazooka_50.png,.png,49964,1,834ff83862a8f0f6a3c8f919786afc1205fc52aff2238dbc0e04231cd31fa56c
weapon_detection/train/images/Bazooka_51.jpeg,Bazooka_51.jpeg,.jpeg,20426,1,23bf97c0daf6aff387ef8921b8d33f7f8e4bad1ab91db10d0c29ce0df744c129
weapon_detection/train/images/Bazooka_53.jpeg,Bazooka_53.jpeg,.jpeg,33187,1,e609d976383af2a1012847993401a3e3ffca38a88b56cc7c5ca16945a71c52e2
weapon_detection/train/images/Bazooka_55.jpeg,Bazooka_55.jpeg,.jpeg,340372,1,0dc3ebda6d677836970cc55f85d9f63ccb857ecf00523fd027d04a1dbe7cb383
weapon_detection/train/images/Bazooka_57.jpeg,Bazooka_57.jpeg,.jpeg,171017,1,380b4d4bb47b3caf157f24370631436107787872578f0ab45e731e6a2c5afc44
weapon_detection/train/images/Bazooka_58.jpeg,Bazooka_58.jpeg,.jpeg,63764,1,3ae6cf68bd62be609171995fbfa91311cc9c74322abf070d683edc4dc948632b
weapon_detection/train/images/Bazooka_6.jpeg,Bazooka_6.jpeg,.jpeg,399018,1,237373304431f9f8c12348dc07806aa996b6400186cb1913472a68110cffd7bd
weapon_detection/train/images/Bazooka_60.jpeg,Bazooka_60.jpeg,.jpeg,79410,1,6ebe0ff4f6b3db9f4e83842229ea257aaaaa14a63c55b42b8ceab754dd5618db
weapon_detection/train/images/Bazooka_61.jpeg,Bazooka_61.jpeg,.jpeg,350733,1,ffb3c9e95c53256f70cf77f0a29dea21107d120a530b5096b6435ae593871172
weapon_detection/train/images/Bazooka_66.jpeg,Bazooka_66.jpeg,.jpeg,12562,1,2f8bf516982a01ffa34004065050fd67ccffdb05b457a10a32a381f6a8c788ce
weapon_detection/train/images/Bazooka_67.jpeg,Bazooka_67.jpeg,.jpeg,7684,1,30fbe238893e020f2cfe57c8719ca7c6a8b3a2ce1108941dee7e7a916346eeaf
weapon_detection/train/images/Bazooka_68.jpeg,Bazooka_68.jpeg,.jpeg,15338,1,1d00840b7acdf9fcca8f9893154f4e9e35d2bfe7972b7a574fe867dce2e0828a
weapon_detection/train/images/Bazooka_69.jpeg,Bazooka_69.jpeg,.jpeg,399018,1,237373304431f9f8c12348dc07806aa996b6400186cb1913472a68110cffd7bd
weapon_detection/train/images/Bazooka_7.jpeg,Bazooka_7.jpeg,.jpeg,5282,1,7f6c17ffc9c983ca2ca4113caa5f32aa78ca975aac52678e9f237465cbf5038d
weapon_detection/train/images/Bazooka_73.jpeg,Bazooka_73.jpeg,.jpeg,9532,1,38d98752250d7007352f85158f46a9301102a16c9fd20fc816bd532b0f9d838c
weapon_detection/train/images/Bazooka_75.png,Bazooka_75.png,.png,80440,1,019f593c860ddba186aa3597f05740059ebe3503a44fd9fe254487ddc3c002f7
weapon_detection/train/images/Bazooka_77.jpeg,Bazooka_77.jpeg,.jpeg,61148,1,cb5dc81b97e32fd9b18c6af4a1f8e3e9e8f553dfa16a752df0f5d5597b320010
weapon_detection/train/images/Bazooka_79.jpeg,Bazooka_79.jpeg,.jpeg,172653,1,db0f76420a05f9c1869d590230d41cd04eec976a0890cc612374f956b0ef91e5
weapon_detection/train/images/Bazooka_8.jpeg,Bazooka_8.jpeg,.jpeg,32057,1,ef906c1033bb3459b4a74697126b39e85942d9d7e2c4805da81000a4e619ac39
weapon_detection/train/images/Bazooka_80.jpeg,Bazooka_80.jpeg,.jpeg,111360,1,96a9aeb36e7999a906724b1c202b5704d5eb1b4e58154547e50dacb26cdcb579
weapon_detection/train/images/Bazooka_81.jpeg,Bazooka_81.jpeg,.jpeg,117366,1,66e255f1a7e3796779c5201679644cdb34712f15445d13580dca4114355d94d6
weapon_detection/train/images/Bazooka_83.jpeg,Bazooka_83.jpeg,.jpeg,17986,1,923a4acbe233abb05146a028d0435a8118707f575bcde7cd488a020b99ef3f16
weapon_detection/train/images/Bazooka_84.jpeg,Bazooka_84.jpeg,.jpeg,61725,1,3771c51afc184b3e54e43c905a2f520a748bf59e8ab5c9b6935dbd04adb109e9
weapon_detection/train/images/Bazooka_85.jpeg,Bazooka_85.jpeg,.jpeg,73971,1,3b168cfcf09e60df60e6c781dec2930869c60a21dcf6cc6391fd2e68318a559f
weapon_detection/train/images/Bazooka_87.jpeg,Bazooka_87.jpeg,.jpeg,215555,1,0a606d1b1319e1e4119f1dcd393136173cb8de87320d7742aedbcf9d4d780996
weapon_detection/train/images/Bazooka_96.jpeg,Bazooka_96.jpeg,.jpeg,159662,1,93b54eeb0b165abd0c93e28afb74ffd35fd698b50ce01a36279ddd2f7fc52cf2
weapon_detection/train/images/Bazooka_98.jpeg,Bazooka_98.jpeg,.jpeg,83316,1,f3dd81e40dbc326e739d3713c8441a722411550909c045b845d4af92c2511261
weapon_detection/train/images/Bazooka_99.jpeg,Bazooka_99.jpeg,.jpeg,120762,1,6248f185d7111da063c28df317a739852f2e21415a740e8896f3af0b0461430b
weapon_detection/train/images/Grenade Launcher_10.jpeg,Grenade Launcher_10.jpeg,.jpeg,171119,1,994ee45044fe2be61064384ccc1d54d4c90c077fee47b77a4a912351aae93b55
weapon_detection/train/images/Grenade Launcher_11.jpeg,Grenade Launcher_11.jpeg,.jpeg,459907,1,db7c734ec54a88642f6ba5a07fac91d2cedefab1bd15a24ce6dd40e6c94da1ec
weapon_detection/train/images/Grenade Launcher_12.jpeg,Grenade Launcher_12.jpeg,.jpeg,401123,1,b8f31f902de0aae97d07dcf24ba4a29a2a3cce4206bbe43bdbe48b2ce9cc4fb0
weapon_detection/train/images/Grenade Launcher_15.png,Grenade Launcher_15.png,.png,1645655,1,4004f5bc07c563eeeb8db3a6a41df72f909ca69e3114e51e18aac4f9b4d6317c
weapon_detection/train/images/Grenade Launcher_16.jpeg,Grenade Launcher_16.jpeg,.jpeg,55910,1,b03d4f21ab260af84759e8c595113cdb08cb6753c23f0887ec7a1df9f695e888
weapon_detection/train/images/Grenade Launcher_17.jpeg,Grenade Launcher_17.jpeg,.jpeg,142656,1,1bdb103866019aab28251fadab0b77b6a978d4c8e6a35eb468742d3cda496619
weapon_detection/train/images/Grenade Launcher_18.jpeg,Grenade Launcher_18.jpeg,.jpeg,218830,1,2f51d42fa38d1902f89750175eb96d7fabfac7ff64aac3ecc37634029287149a
weapon_detection/train/images/Grenade Launcher_23.jpeg,Grenade Launcher_23.jpeg,.jpeg,23340,1,3d9f0d03c2fac6475a5582e3f40e72ff7d27f9ae840b320859a83237d3b4d9df
weapon_detection/train/images/Grenade Launcher_24.jpeg,Grenade Launcher_24.jpeg,.jpeg,97892,1,c20c69e5f7f6fc323d3419a2c0e25d135f370da35b8c23132fcb7c4d3df42496
weapon_detection/train/images/Grenade Launcher_27.png,Grenade Launcher_27.png,.png,125817,1,b6cf0c0a8365c6303c6d6678b83d3c2e263dc11f3fa53972ce581d6a33f29a56
weapon_detection/train/images/Grenade Launcher_28.jpeg,Grenade Launcher_28.jpeg,.jpeg,114358,1,7128ded3cf52c0290661b3a9deec49ec073611551dd6b00798882634ea9a8ea2
weapon_detection/train/images/Grenade Launcher_29.jpeg,Grenade Launcher_29.jpeg,.jpeg,21421,1,eda1e9cca6285abed595860023d125bd37aa9155ecc751ccabde39df1bcb3138
weapon_detection/train/images/Grenade Launcher_3.jpeg,Grenade Launcher_3.jpeg,.jpeg,73959,1,702f5934da06704afeccf1c519fe92e4161f607948a61c725e8ab8aee4642c13
weapon_detection/train/images/Grenade Launcher_30.jpeg,Grenade Launcher_30.jpeg,.jpeg,17092,1,51c4a6b6c277071ffa19db4d3eedddbe14d357c0bb1d8d322f625ef8ea7a9c3b
weapon_detection/train/images/Grenade Launcher_32.jpeg,Grenade Launcher_32.jpeg,.jpeg,48425,1,2d2cbc6f5e885258ed682d98338fbf616644c613a23b88a4ec1d438994b4ce5a
weapon_detection/train/images/Grenade Launcher_33.png,Grenade Launcher_33.png,.png,87710,1,7a333051b28e804d3878a74c1c4e929e4b0006bd3ed63fd6a785f930646e1283
weapon_detection/train/images/Grenade Launcher_36.jpeg,Grenade Launcher_36.jpeg,.jpeg,98378,1,4c2abc93b53088035fa99fb345fed3d6165141adc4afa83dc873c8488a62b3dd
weapon_detection/train/images/Grenade Launcher_37.png,Grenade Launcher_37.png,.png,1831920,1,8e35d4763b9e4c391a8b7ed266907ba5e5d1fcd782436e583c2a5d47230a3992
weapon_detection/train/images/Grenade Launcher_38.jpeg,Grenade Launcher_38.jpeg,.jpeg,261254,1,4a2f4e2ba2d55146c400f8786894f58b96e3636f297008cf51e4bcf7ed683603
weapon_detection/train/images/Grenade Launcher_39.png,Grenade Launcher_39.png,.png,45090,1,5f0fa27d38e7135aad2bc12bfffce7fa2c421c39c430b8d3e8fafbf794362d26
weapon_detection/train/images/Grenade Launcher_40.jpeg,Grenade Launcher_40.jpeg,.jpeg,115982,1,cfd4d34e94aa1d9edada772fd0970125fa2a54aa545dfafbe05efbb95e03777b
weapon_detection/train/images/Grenade Launcher_41.jpeg,Grenade Launcher_41.jpeg,.jpeg,172808,1,844c65a2daaa4b73f007e6a3f53270653da2cdf9439a6e8f10d5bbd5ba9bea10
weapon_detection/train/images/Grenade Launcher_44.jpeg,Grenade Launcher_44.jpeg,.jpeg,2646314,1,3c5bfbfd62f8f2b02d111d551a6b706f62b64e9137df61d76ce32427e5580385
weapon_detection/train/images/Grenade Launcher_45.jpeg,Grenade Launcher_45.jpeg,.jpeg,18785,1,ab806e9d781cedf858858f58f8baa4a1bfcbd1f60c635967d795d5a3326139b1
weapon_detection/train/images/Grenade Launcher_46.jpeg,Grenade Launcher_46.jpeg,.jpeg,14629,1,df59a82093bc35b93b3fc90aff6961e0db981fc9e50c0f0b290f929c325f7770
weapon_detection/train/images/Grenade Launcher_48.jpeg,Grenade Launcher_48.jpeg,.jpeg,45745,1,51ca787f170a1018e75254cfb38e53aedea787bd57851078602ba64039c50336
weapon_detection/train/images/Grenade Launcher_49.jpeg,Grenade Launcher_49.jpeg,.jpeg,26702,1,de4536567c02fc44613e270b5d64ff30d1364bb0b26a718a148ad62efa293fbe
weapon_detection/train/images/Grenade Launcher_5.png,Grenade Launcher_5.png,.png,1810750,1,50f0ae1795d52aa0b950b318bc1b98e226642ce348fc553ef8f8c87c00d73658
