image_id,fold,final_label,source_dataset,source_group,source_relative_path,source_filename,prepared_relative_path,split_relative_path,sha256,md5,size_bytes,extension,sample_type,attack_family,attack_name
img_00013615,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00013615.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013615.jpg,67238c60be16c2a2b9c90564c27d9f4007de9abb030f2a7d1f601a45ba9b337c,2c9850e81ec33029c4ea279a61247105,80067,.jpg,clean,none,clean
img_00013698,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00013698.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013698.jpg,c2245322454f66acdf488ece6c213cbdd4178420baeccd25cc4d1e28791aa6cc,2485001f91b446c245901ee2d6ed2029,266528,.jpg,clean,none,clean
img_00013803,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00013803.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013803.jpg,150b4f40042904e82705494002aeca677b49b3d62a9342f9db1af27695f27da5,2981fbea279e8bb3406cd33407cc6e54,122082,.jpg,clean,none,clean
img_00013869,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00013869.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013869.jpg,1b3a7902f6f6f96e866ba4f81ef7f8cafb5191a187005bd17b0a6ec7aefc72fd,cadd5399d0c4154e235215e3b64a0e82,39212,.jpg,clean,none,clean
img_00013870,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00013870.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013870.jpg,c06cf9da5062ca7be1f40fe0d79bea3ef6e127ee4aa36286e00c85b5f9491f49,cf18ec89cf0d0baf77d1334b88f653c6,161694,.jpg,clean,none,clean
img_00014149,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00014149.jpg,datasets/splits/clean/fold_1/non_weapon/img_00014149.jpg,c24a892b1c3a48deb44167057b85bb1b0bedf0d01216126450120bc67ce18e25,d2c6c17baeebf74c443eac68448568b9,152453,.jpg,clean,none,clean
img_00014184,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00014184.jpg,datasets/splits/clean/fold_1/non_weapon/img_00014184.jpg,ea74e773166363235e341652c925d0aa8f310c4c757910047898f930d3cd3633,8715afaec3080de3d2ccff5d0e2e1a0e,67712,.jpg,clean,none,clean
img_00014190,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,,images/img_00014190.jpg,datasets/splits/clean/fold_1/non_weapon/img_00014190.jpg,c9e752f5f7ea54bfdc4f21a9b154f6b945fbd562db96199642a1154d6fffe4f3,86c90ee4fecdac1ee3ad02ee38dca0d6,18518,.jpg,clean,none,clean
img_00014436,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014436.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014436.jpeg,ed426c88b71ee65913602eb323d23dd9f32a1f10a4167b52db6b940c327e6de7,debfb38f48e856ea1de313bde0c0f6f5,103302,.jpeg,clean,none,clean
img_00014450,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014450.png,datasets/splits/clean/fold_1/non_weapon/img_00014450.png,4344f4767ba1d3294bb4ea3e919189a76dbce937469e5da6cc1196eead512beb,00aae0222fe7f27050cbdaaaad79f533,36823,.png,clean,none,clean
img_00014463,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014463.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014463.jpeg,10b63e7ce3d64bffb5065b3b64031a83cfeb88fbdb8b7873e2cdea30b8349a12,0a2e8360bfbd38360378017d131de233,119437,.jpeg,clean,none,clean
img_00014465,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014465.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014465.jpeg,b8608f9b61709cebe5de0fc020c26b05dd3cc63abbca706f407bec110b42a452,0a974353fb81eb1fe96f63ed5065ae53,45110,.jpeg,clean,none,clean
img_00014478,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014478.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014478.jpeg,fda02ad4e361c74930274b7cce6984571522ea0fdc52dd786ded825b87b44f6c,129ce34154212850119344f7df405611,15474,.jpeg,clean,none,clean
img_00014494,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014494.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014494.jpeg,8cf2a3b4d380f2a491a5c1129769e6f4aaf105decdfaedaa4bb12118d41f6cd4,1b4d80a56123ea5025f8758c70390c82,53236,.jpeg,clean,none,clean
img_00014507,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014507.webp,datasets/splits/clean/fold_1/non_weapon/img_00014507.webp,f922bf86352285de11465dac2b5d31d2059d57f17472eac0c132070b2afc7adc,21cc77de71c84337d62e3497cf628e0e,9286,.webp,clean,none,clean
img_00014543,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014543.webp,datasets/splits/clean/fold_1/non_weapon/img_00014543.webp,04b715b4c503752b0d961beb5d74cb8d06683b1672e4279770774ee41e248522,35dce455de1e39afafcf17ba3adcea6c,16302,.webp,clean,none,clean
img_00014545,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014545.webp,datasets/splits/clean/fold_1/non_weapon/img_00014545.webp,df227edbfdcdee95896d00908f40f53b3248b352eb729bb83074bd713adca0c1,37feb0a42551d9622f0cd8e567222016,4098,.webp,clean,none,clean
img_00014592,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014592.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014592.jpeg,15516d8f98095ed62eeb717f83a53138aad4968ef785826211f57eb880f68394,501730edf6b5778f013e0277a3ff2873,1044175,.jpeg,clean,none,clean
img_00014593,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014593.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014593.jpeg,b1ddcecfa3a1cfd23868d7ac03e611ec1a82f9e9b9d8242d2db7546f70915f6a,50a1483331ac1d4bdd7fc89a7907b296,12184,.jpeg,clean,none,clean
img_00014599,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014599.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014599.jpeg,c7a1c9b582f1cb0fd6906d680ad1cde3c104211530f9bfd06ec3922d95f4f4d3,53a4795a6823c129081bda0779683f5a,6326,.jpeg,clean,none,clean
img_00014608,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014608.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014608.jpeg,e1f4de3c9a20716b5bd980f6131171284bc149494994a6ef11ca3d6dc4bfbb8d,58971f93302fe984f6d88d34f8ce38ab,19714,.jpeg,clean,none,clean
img_00014610,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014610.webp,datasets/splits/clean/fold_1/non_weapon/img_00014610.webp,a8a8e42ea5f3777da9c0f5a86ebbaf16bc0906297bdf6aa0a86293ed7f94976c,59f32964c0201ca494e65a77b07d115f,8358,.webp,clean,none,clean
img_00014616,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014616.png,datasets/splits/clean/fold_1/non_weapon/img_00014616.png,82ca0bd139e00a4ecd228839230369f6827cbeafd949a8d8f1289b157df680bc,5c2360a6b8f96eed3afa2759459b8e1c,24266,.png,clean,none,clean
img_00014629,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014629.png,datasets/splits/clean/fold_1/non_weapon/img_00014629.png,2678b465f3595dfdbd0663f8a03fe7ffdb2198312bfae7ac9c20777a4eeed22b,64618c24790e5732ec8d61b30d805089,64020,.png,clean,none,clean
img_00014632,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014632.png,datasets/splits/clean/fold_1/non_weapon/img_00014632.png,e70010128c82bdfe54663b06f9885ff8c13287a4249858b989c9a4d1c3c599a0,6551960cf334598319b78ac4ec86f9b1,128038,.png,clean,none,clean
img_00014644,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014644.png,datasets/splits/clean/fold_1/non_weapon/img_00014644.png,e8a52ced3a08c542ddf6dcba19dc5b0f15e1f795dfa49fc28d35a724ad95b119,698748c43245cce1b0b7e2f862497783,208695,.png,clean,none,clean
img_00014653,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014653.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014653.jpeg,a7c0e11bd2bdd953bce483ff6c4b14739d9a4bb4ce7a96b562bd7b270a37d44f,70a6d9d0bd6b26680754e977f9c00ad3,116524,.jpeg,clean,none,clean
img_00014657,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014657.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014657.jpeg,4d182dca19276c8f7c289cdd0d340a6e5c5477f978b38b9d656245db1c0344bc,717587b90dbec319c8bb307aa9bca1fa,9400,.jpeg,clean,none,clean
img_00014661,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014661.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014661.jpeg,80255e5ba44096ea7a3da3b79490018d168b76ebe84edc92399bab03b398f2bb,73f69e6ebfabe74e4345db18a2838350,23933,.jpeg,clean,none,clean
img_00014670,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014670.png,datasets/splits/clean/fold_1/non_weapon/img_00014670.png,7fba0229cd62cbed6e4de8a1bb740e8d1317cfb1d4b57b5a81440c2f037f2869,77e980feaa768f6d0bbb289a98e85b1b,830132,.png,clean,none,clean
img_00014672,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014672.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014672.jpeg,81c49b1f9fc00c9c80d619628096305d0d918f123e4b46080230d2884b1e6d70,7973b86e071e1ea4425d49e03e6eb26b,19045,.jpeg,clean,none,clean
img_00014681,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014681.png,datasets/splits/clean/fold_1/non_weapon/img_00014681.png,61ebccfaff1b6d26be94004e78958255dbf4ec1a836fad9856a793ba27356ddd,7e29c78cd5541aca2c6615ea553458a3,90518,.png,clean,none,clean
img_00014692,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014692.png,datasets/splits/clean/fold_1/non_weapon/img_00014692.png,013d93a0d788d1b2da99208d5d26a0bd27de0254f6724cb00ff35db076312c15,84646493ca4ece0440de9d3f32be1822,5733,.png,clean,none,clean
img_00014695,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014695.png,datasets/splits/clean/fold_1/non_weapon/img_00014695.png,a5bf9ebd1323124e0270bb34af90dc12945fe9a216e763b8565bff3169904b7f,84eba3a839ef39077a4f7abade6e7e6d,35200,.png,clean,none,clean
img_00014712,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014712.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014712.jpeg,9ae14c3f0deb4b3a748f21c6410d993fe4367be9cb5eb55419ab3fbd24564fa3,8fe348ccfc60c248ea7ba4b7c973cd81,156861,.jpeg,clean,none,clean
img_00014736,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014736.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014736.jpeg,ada2f08864e62564ee402d812f22f609602cf20199fc8068ee08dc705e51a8ee,9ca73e23d2c86333fee06fb53ac8450a,30996,.jpeg,clean,none,clean
img_00014747,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014747.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014747.jpeg,2420eb8c7d2579cc4fa36cdcb9de1def0e440580777b8846a60a0fcd7f82d8f6,a0efb96f676341bf52df86401e03f2db,16381,.jpeg,clean,none,clean
img_00014760,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014760.png,datasets/splits/clean/fold_1/non_weapon/img_00014760.png,d492667088446399c6a98654023206d3d1ac4a5045cd895af85e2ce066ade11b,a8bcdcd855c01fac1603f946d84b83dc,65407,.png,clean,none,clean
img_00014790,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014790.png,datasets/splits/clean/fold_1/non_weapon/img_00014790.png,91a3e15ab32dc3186fb0cd5ebd84b5efa027054e550760e4037748c0e47f93a1,b6316bfa6d11059be240457d249fac5a,10440,.png,clean,none,clean
img_00014791,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014791.png,datasets/splits/clean/fold_1/non_weapon/img_00014791.png,2a29fbd47376fd562fbdb830735a64b19f7f012b971d2ac6988180f704b0e84b,b6ab3c4c16272fd37dd05585142cc8c6,300113,.png,clean,none,clean
img_00014792,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014792.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014792.jpeg,f7ec288c3671acb7eda75297f02572297220237da8ec82fa525f58e8719a3558,b6b0bb3d2b03f45c694777bad8e0a107,14748,.jpeg,clean,none,clean
img_00014795,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014795.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014795.jpeg,0d22501f273ec4de3746cf34aebcbcc4a5c7caab1b40bbb3f404b8542d939b60,b8763a491c05a966e389d7a430ecfb50,22711,.jpeg,clean,none,clean
img_00014803,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014803.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014803.jpeg,abffa53b8f426814dc3e0ba7d73fc446a60525309e7970370a548186a375bc6d,bc4b4ebb2ba3b08993cbad6bc8157727,22401,.jpeg,clean,none,clean
img_00014827,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014827.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014827.jpeg,c6f4342491eb94eaf7af6ecee5e395347705ecf9b3ee13cf384b0e9c7bf9f519,c3df96088e3121a6528b4cf48b9a6b9b,49158,.jpeg,clean,none,clean
img_00014838,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014838.png,datasets/splits/clean/fold_1/non_weapon/img_00014838.png,da8d6d364f5c9701fb04b9684a2b66496438eb3c2d7e5d92b43ae4a06f4ea889,c9bb844b58a5ad4958fd16207df7144f,122998,.png,clean,none,clean
img_00014857,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014857.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014857.jpeg,e42b4c2e996bd038193af42f21c976701732f90f20b7207f54daa81e35b03a8c,d303e6b0fbef8b8ec305da6078d1c6d5,27675,.jpeg,clean,none,clean
img_00014875,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014875.png,datasets/splits/clean/fold_1/non_weapon/img_00014875.png,99c8901f2546486effb50ff2b661949e00591531591478fb48a144b05ac6f290,df687d7728ddc763a2d037c250131cbf,52545,.png,clean,none,clean
img_00014879,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014879.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014879.jpeg,0a5027f4ff9e1167e3920e48e1eafa2279fcd9de05b6457b2f47eaa8bc5c02f7,e11ff34378323c3ba8a164508573bd06,27514,.jpeg,clean,none,clean
img_00014880,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014880.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014880.jpeg,66a2eaad7b001b283f4eb3e711c03342e730dae86b8b6fe38b0da5c98b50b905,e15dba6dbda259be80b35a31a9bb55e8,11660,.jpeg,clean,none,clean
img_00014886,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014886.png,datasets/splits/clean/fold_1/non_weapon/img_00014886.png,f7a342401065e970a7c92734cee1b642cdfcd3231f88cc4beef9cf8cdaabb3ab,e3dd67933d70e216e78ecacd5087b34c,135077,.png,clean,none,clean
img_00014887,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014887.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014887.jpeg,339998c1e73783b9b9203206ae30a92dd51afd3ae587f06895688f0db0764163,e4d91ad94f0ff1984c93d8155a9f5176,35547,.jpeg,clean,none,clean
img_00014889,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014889.png,datasets/splits/clean/fold_1/non_weapon/img_00014889.png,6e78ac70f8db7dd777ea6a1ddc265a8c10f99ee04b088cebb5c3a1d997adcd2a,e5431cf6d10e7a898cbbfe01c429a407,3960,.png,clean,none,clean
img_00014892,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014892.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014892.jpeg,d15d47b511a5b0b7d9aec6e1d40d199b3ec2457df0bcd4879e1c610ac1930b53,e6c0dba06aa9833df970771d7c301cbf,26710,.jpeg,clean,none,clean
img_00014904,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014904.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014904.jpeg,0bd1c45251dbe28f3492f7600f37ed7d1c4b1762d4c5bf986ee1468bf9febda5,ee330e1cdec8d3b2595dfd220a04de84,131808,.jpeg,clean,none,clean
img_00014913,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014913.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014913.jpeg,b5399aa959900ec3b4c841e491ae22d4f1b5c02486109281c89a35d1ea4c9ab4,f4e0b01e3a3adb46df7904a65b210b1a,26177,.jpeg,clean,none,clean
img_00014918,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014918.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014918.jpeg,a470894613329190fd1d7a8259bd8d0faa7316f5cf912ecca29ac1a56b8e8603,f754275115142de553578c3c503eac4e,15408,.jpeg,clean,none,clean
img_00014920,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014920.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014920.jpeg,3c7317371b5d44c9876fcac6994b91288c9f0b630b6b0622fe0f662d58a2c5f0,f8700e7c244981755d9c54cacf2fde7e,30516,.jpeg,clean,none,clean
img_00014934,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014934.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014934.jpeg,d6c365f107784011255222d6cd749eb5feaa6c7ecdb3e0ec89362988702ab504,00265c30965ae2219c85ec420e6b6c44,36582,.jpeg,clean,none,clean
img_00014936,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014936.webp,datasets/splits/clean/fold_1/non_weapon/img_00014936.webp,3fe9ea3a70b69618e5710fe17453f13687e1fb4cd2c4d96fbb566a515b4c3f56,029ae1df1728cf18ced5bc94d62b7d9b,3700,.webp,clean,none,clean
img_00014948,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014948.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014948.jpeg,6d90f2c4c7f51033cbfe129ac1b3d5cc822ea9583876c54676bf6316629fa834,0a091ddfc4473914483cb7d421bbe827,31044,.jpeg,clean,none,clean
img_00014959,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014959.png,datasets/splits/clean/fold_1/non_weapon/img_00014959.png,2a797bf37e00faaade47aa8b804482a76e18df5b516cf583752685e4c9ddf55b,11dfaad1deed78e866acb791069e851a,107416,.png,clean,none,clean
img_00014962,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014962.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014962.jpeg,3e4617f0d31ab17a41d6e4a98bbe3361d22263fd8b0acd83d1079640228069b2,14446eaf1300d3aadbc3bab8e75db65b,26819,.jpeg,clean,none,clean
img_00014978,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00014978.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014978.jpeg,09b1fac729806dafc50f37a0c8246c29772d326df9af0d33433cf500e9cb12fd,1cdf1d0008411d4c609e5aa2b0c79424,70400,.jpeg,clean,none,clean
img_00015010,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015010.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015010.jpeg,eb50cbab4f63d5558ae40df1615954c9b9bead1161363e5adba267d30299ecee,37530fa006f23a78b2ac61299ae99b6c,15719,.jpeg,clean,none,clean
img_00015016,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015016.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015016.jpeg,88a336b285345c4bf54c73d96d1137ea4996e3f1cc9c35f52211448012b0a87e,3ad14d2834ae7f04cc3de5421e035742,64399,.jpeg,clean,none,clean
img_00015024,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015024.png,datasets/splits/clean/fold_1/non_weapon/img_00015024.png,8fe53c48c721495d8608333da993d677ab555046eb0fec9dedbf22568753fd48,3e017e89c7628621ea429b9a23745d1b,295638,.png,clean,none,clean
img_00015042,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015042.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015042.jpeg,21dd31cfccb6cedd8af39a9a451cda62a34efa3997119ba0808d8412df0479a8,4901c47dfd8e6a1655395870ee92c604,36573,.jpeg,clean,none,clean
img_00015068,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015068.png,datasets/splits/clean/fold_1/non_weapon/img_00015068.png,9649a24d7730dcfe831d0985cb064cfd84a67773038e02a1b3527115f62aeb08,5bd9c762259e3e7abdccf77da27c8e49,125635,.png,clean,none,clean
img_00015084,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015084.png,datasets/splits/clean/fold_1/non_weapon/img_00015084.png,2f074a405767ff009cc35e6c99f588905b24b80e67479db36e6ebde0e3df0dce,645f4f82badbba9be63351db8400041b,125909,.png,clean,none,clean
img_00015108,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015108.webp,datasets/splits/clean/fold_1/non_weapon/img_00015108.webp,0674e365b5bcb3fd5f9be0ca2829be0d4ec3b374c37dd5d5ae4d89cf64741609,719998a1b455590cda05b0472ff50395,5614,.webp,clean,none,clean
img_00015120,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015120.png,datasets/splits/clean/fold_1/non_weapon/img_00015120.png,b4cc6a44473580411cc08365a136ed49c9e2a7310f280a005ffd44e765e5eb10,7ab93e1f9d034bd71d4952c35bc37d57,107484,.png,clean,none,clean
img_00015137,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015137.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015137.jpeg,83ca925e98a4708228500b8e8e5fa5f477b4141557f38b5e35d4cf3b936f13f6,84046f62881902e1978d357901a7b3ce,23602,.jpeg,clean,none,clean
img_00015151,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015151.png,datasets/splits/clean/fold_1/non_weapon/img_00015151.png,9cc6762ea46288e24bb5594bf6347186044fd8940b65bbd01af6c41e08e00e90,89a985b62b87d5e69df861c42c250a15,123615,.png,clean,none,clean
img_00015157,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015157.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015157.jpeg,0d45c855dcb6aaf4324263c6f170585385b1278e7f5166ebbbd6076789dff209,8f45e8413905477c7d738d428768d2d4,21014,.jpeg,clean,none,clean
img_00015159,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015159.png,datasets/splits/clean/fold_1/non_weapon/img_00015159.png,a7dca23562667e4cadae9a02ba3d77733b56a74ea5c88ba1e9b16bb3f1d5af78,91ba28d28b67f68ab05e49372b531bdc,359207,.png,clean,none,clean
img_00015169,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015169.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015169.jpeg,67dc57e42e0636006bda822cd1c2f9ad70582fb4b9cb97753ba37b0cb9190957,975ddc14548c7b0d812d6c0ece7cc9c7,31468,.jpeg,clean,none,clean
img_00015176,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015176.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00015176.jpeg,e0a694a49abd14b05a616bc8dff7bb0877afa42731c01d181739793fab636bde,9cf4ce6651c04fa084b10ac52243b1b8,546551,.jpeg,clean,none,clean
img_00015184,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015184.png,datasets/splits/clean/fold_1/non_weapon/img_00015184.png,5b8f6b100eecd63e320ef2fea61cd240e36b1854662906c62df44eda9d4ce2a9,9fdc031c1b9ecd70f3f620958594047f,125858,.png,clean,none,clean
img_00015187,fold_1,non_weapon,05_deepweb,deepweb,,,images/img_00015187.png,datasets/splits/clean/fold_1/non_weapon/img_00015187.png,ad7cd8b4b8a00fd582f18d9da74baa4fdf6487419a7bc13a03e81f187f286aa6,a235057e85113470b7f047ffa07504ef,106316,.png,clean,none,clean
