tool_name,bundle_id,sample_type,attack_family,attack_name,final_label,weapon_detected,normalized_prediction,classifications
cellebrite_inseyets,bundle_000036,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%) | Codici a barre e codici QR (94%)
cellebrite_inseyets,bundle_000037,clean,none,clean,non_weapon,false,non_weapon,Droga (96%)
cellebrite_inseyets,bundle_000038,clean,none,clean,non_weapon,false,non_weapon,Gioielli (94%) | Documenti (85%) | Scrittura a mano (79%) | Spiaggia (58%)
cellebrite_inseyets,bundle_000039,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%)
cellebrite_inseyets,bundle_000040,clean,none,clean,non_weapon,false,non_weapon,Documenti (84%) | Oggetto tenuto in mano (72%) | Smartphone (60%) | Gioielli (55%)
cellebrite_inseyets,bundle_000041,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%) | Gioielli (53%) | Carte di credito (53%) | Codici a barre e codici QR (52%)
cellebrite_inseyets,bundle_000042,clean,none,clean,non_weapon,false,non_weapon,Documenti (97%) | Codici a barre e codici QR (77%)
cellebrite_inseyets,bundle_000043,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%)
cellebrite_inseyets,bundle_000044,clean,none,clean,non_weapon,false,non_weapon,Documenti (97%) | Codici a barre e codici QR (85%) | Smartphone (60%)
cellebrite_inseyets,bundle_000045,clean,none,clean,non_weapon,false,non_weapon,Denaro (97%) | Fatture (62%) | Oggetto tenuto in mano (61%)
cellebrite_inseyets,bundle_000046,clean,none,clean,non_weapon,false,non_weapon,Documenti (97%)
cellebrite_inseyets,bundle_000047,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%)
cellebrite_inseyets,bundle_000048,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%)
cellebrite_inseyets,bundle_000049,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%)
cellebrite_inseyets,bundle_000050,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000051,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%) | Carte di credito (54%)
cellebrite_inseyets,bundle_000052,clean,none,clean,non_weapon,false,non_weapon,Droga (99%) | Cibo (76%)
cellebrite_inseyets,bundle_000053,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%) | Codici a barre e codici QR (80%) | Scrittura a mano (57%)
cellebrite_inseyets,bundle_000054,clean,none,clean,non_weapon,false,non_weapon,Spiaggia (79%)
cellebrite_inseyets,bundle_000055,clean,none,clean,non_weapon,false,non_weapon,ID foto (99%) | Viso (98%) | Documenti (98%) | Smartphone (59%)
cellebrite_inseyets,bundle_000056,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000057,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%)
cellebrite_inseyets,bundle_000058,clean,none,clean,non_weapon,false,non_weapon,Documenti (98%) | Smartphone (54%)
cellebrite_inseyets,bundle_000059,clean,none,clean,non_weapon,false,non_weapon,Documenti (89%)
cellebrite_inseyets,bundle_000060,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%)
cellebrite_inseyets,bundle_000061,clean,none,clean,non_weapon,false,non_weapon,Documenti (60%)
cellebrite_inseyets,bundle_000062,clean,none,clean,non_weapon,false,non_weapon,Codici a barre e codici QR (100%) | Documenti (97%)
cellebrite_inseyets,bundle_000063,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%) | Viso (99%) | ID foto (98%) | Fatture (73%)
cellebrite_inseyets,bundle_000064,clean,none,clean,non_weapon,false,non_weapon,Denaro (88%)
cellebrite_inseyets,bundle_000065,clean,none,clean,non_weapon,false,non_weapon,Droga (94%)
cellebrite_inseyets,bundle_000066,clean,none,clean,non_weapon,false,non_weapon,Documenti (63%) | Sigarette (50%)
cellebrite_inseyets,bundle_000067,clean,none,clean,non_weapon,false,non_weapon,Documenti (91%) | Oggetto tenuto in mano (83%) | Carte di credito (76%)
cellebrite_inseyets,bundle_000068,clean,none,clean,non_weapon,false,non_weapon,Droga (87%)
cellebrite_inseyets,bundle_000069,clean,none,clean,non_weapon,false,non_weapon,Documenti (74%)
cellebrite_inseyets,bundle_000070,clean,none,clean,non_weapon,false,non_weapon,Droga (54%)
cellebrite_inseyets,bundle_000071,clean,none,clean,non_weapon,false,non_weapon,Carte di credito (70%) | Droga (54%)
cellebrite_inseyets,bundle_000072,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000073,clean,none,clean,non_weapon,false,non_weapon,Denaro (79%)
cellebrite_inseyets,bundle_000074,clean,none,clean,non_weapon,false,non_weapon,Smartphone (94%) | Documenti (81%)
cellebrite_inseyets,bundle_000075,clean,none,clean,non_weapon,false,non_weapon,Documenti (62%) | Droga (54%)
cellebrite_inseyets,bundle_000076,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000077,clean,none,clean,non_weapon,false,non_weapon,Portacontainer (72%) | Scrittura a mano (52%)
cellebrite_inseyets,bundle_000078,clean,none,clean,non_weapon,false,non_weapon,Droga (87%)
cellebrite_inseyets,bundle_000079,clean,none,clean,non_weapon,false,non_weapon,Droga (77%) | Spiaggia (64%)
cellebrite_inseyets,bundle_000080,clean,none,clean,non_weapon,false,non_weapon,Oggetto tenuto in mano (75%)
cellebrite_inseyets,bundle_000081,clean,none,clean,non_weapon,false,non_weapon,Carte di credito (63%) | Droga (58%) | Upskirt (56%)
cellebrite_inseyets,bundle_000082,clean,none,clean,non_weapon,true,weapon,Denaro (96%) | Oggetto tenuto in mano (85%) | Pistola (65%)
cellebrite_inseyets,bundle_000083,clean,none,clean,non_weapon,false,non_weapon,Droga (79%) | Spiaggia (52%)
cellebrite_inseyets,bundle_000084,clean,none,clean,non_weapon,false,non_weapon,Denaro (97%)
cellebrite_inseyets,bundle_000085,clean,none,clean,non_weapon,false,non_weapon,Droga (99%)
cellebrite_inseyets,bundle_000086,clean,none,clean,non_weapon,false,non_weapon,Codici a barre e codici QR (82%) | Denaro (51%)
cellebrite_inseyets,bundle_000087,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%) | Viso (77%)
cellebrite_inseyets,bundle_000088,clean,none,clean,non_weapon,false,non_weapon,Coltelli (79%) | Droga (62%) | Spiaggia (59%)
cellebrite_inseyets,bundle_000089,clean,none,clean,non_weapon,false,non_weapon,Upskirt (85%) | Oggetto tenuto in mano (67%) | Motocicli (63%) | Sigarette (51%)
cellebrite_inseyets,bundle_000090,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000091,clean,none,clean,non_weapon,false,non_weapon,Documenti (94%)
cellebrite_inseyets,bundle_000092,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000093,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000094,clean,none,clean,non_weapon,false,non_weapon,Mappe (88%) | Documenti (86%)
cellebrite_inseyets,bundle_000095,clean,none,clean,non_weapon,false,non_weapon,Codici a barre e codici QR (97%) | Documenti (95%) | Fatture (59%)
cellebrite_inseyets,bundle_000096,clean,none,clean,non_weapon,false,non_weapon,Documenti (51%)
cellebrite_inseyets,bundle_000097,clean,none,clean,non_weapon,false,non_weapon,Droga (74%)
cellebrite_inseyets,bundle_000098,clean,none,clean,non_weapon,false,non_weapon,Viso (53%)
cellebrite_inseyets,bundle_000099,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000100,clean,none,clean,non_weapon,false,non_weapon,Oggetto tenuto in mano (53%)
cellebrite_inseyets,bundle_000101,clean,none,clean,weapon,true,weapon,Armi (99%) | Fucile (98%) | Pistola (67%)
cellebrite_inseyets,bundle_000102,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (91%) | Pistola (82%)
cellebrite_inseyets,bundle_000103,clean,none,clean,weapon,true,weapon,Fucile (94%) | Armi (93%) | Pistola (69%) | Oggetto tenuto in mano (56%)
cellebrite_inseyets,bundle_000104,clean,none,clean,weapon,true,weapon,Pistola (100%) | Armi (100%)
cellebrite_inseyets,bundle_000105,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (91%)
cellebrite_inseyets,bundle_000106,clean,none,clean,weapon,true,weapon,Pistola (92%) | Armi (52%)
cellebrite_inseyets,bundle_000107,clean,none,clean,weapon,true,weapon,Pistola (99%) | Codici a barre e codici QR (83%) | Documenti (70%)
cellebrite_inseyets,bundle_000108,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (97%)
cellebrite_inseyets,bundle_000109,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%) | Fucile (66%)
cellebrite_inseyets,bundle_000110,clean,none,clean,weapon,true,weapon,Pistola (97%) | Armi (93%)
cellebrite_inseyets,bundle_000111,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (93%) | Pistola (91%)
cellebrite_inseyets,bundle_000112,clean,none,clean,weapon,true,weapon,Pistola (92%) | Armi (87%) | Coltelli (62%)
cellebrite_inseyets,bundle_000113,clean,none,clean,weapon,true,weapon,Armi (99%) | Fucile (86%) | Pistola (59%)
cellebrite_inseyets,bundle_000114,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (90%) | Fucile (71%)
cellebrite_inseyets,bundle_000115,clean,none,clean,weapon,true,weapon,Armi (96%) | Pistola (91%) | Fucile (84%)
cellebrite_inseyets,bundle_000116,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (97%)
cellebrite_inseyets,bundle_000117,clean,none,clean,weapon,true,weapon,Armi (96%) | Pistola (88%) | Fucile (77%)
cellebrite_inseyets,bundle_000118,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (88%) | Gioielli (78%) | Fucile (52%)
cellebrite_inseyets,bundle_000119,clean,none,clean,weapon,true,weapon,Armi (99%) | Fucile (97%) | Pistola (56%)
cellebrite_inseyets,bundle_000120,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (97%) | Pistola (79%)
cellebrite_inseyets,bundle_000121,clean,none,clean,weapon,true,weapon,Coltelli (81%) | Fucile (72%) | Armi (57%)
cellebrite_inseyets,bundle_000122,clean,none,clean,weapon,true,weapon,Armi (96%) | Fucile (85%)
cellebrite_inseyets,bundle_000123,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (97%) | Pistola (91%)
cellebrite_inseyets,bundle_000124,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%) | Spiaggia (56%)
cellebrite_inseyets,bundle_000125,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (98%) | Pistola (87%)
cellebrite_inseyets,bundle_000126,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (99%) | Oggetto tenuto in mano (56%)
cellebrite_inseyets,bundle_000127,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (96%)
cellebrite_inseyets,bundle_000128,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (97%) | Pistola (74%) | Motocicli (56%) | Fotocamera (56%)
cellebrite_inseyets,bundle_000129,clean,none,clean,weapon,true,weapon,Pistola (100%) | Armi (99%)
cellebrite_inseyets,bundle_000130,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (99%)
cellebrite_inseyets,bundle_000131,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (97%)
cellebrite_inseyets,bundle_000132,clean,none,clean,weapon,true,weapon,Pistola (99%) | Armi (99%)
cellebrite_inseyets,bundle_000133,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%)
cellebrite_inseyets,bundle_000134,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%)
cellebrite_inseyets,bundle_000135,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%)
cellebrite_inseyets,bundle_000136,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%)
cellebrite_inseyets,bundle_000137,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (100%)
cellebrite_inseyets,bundle_000138,clean,none,clean,weapon,true,weapon,Pistola (99%) | Armi (98%) | Fotocamera (62%)
cellebrite_inseyets,bundle_000139,clean,none,clean,weapon,true,weapon,Armi (88%) | Pistola (54%)
cellebrite_inseyets,bundle_000140,clean,none,clean,weapon,true,weapon,Pistola (79%) | Coltelli (78%) | Armi (69%) | Oggetto tenuto in mano (57%)
cellebrite_inseyets,bundle_000141,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (90%)
cellebrite_inseyets,bundle_000142,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (95%) | Spiaggia (60%) | Oggetto tenuto in mano (58%)
cellebrite_inseyets,bundle_000143,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (100%)
cellebrite_inseyets,bundle_000144,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (97%) | Fucile (80%)
cellebrite_inseyets,bundle_000145,clean,none,clean,weapon,true,weapon,Pistola (95%) | Oggetto tenuto in mano (94%) | Armi (78%) | Codici a barre e codici QR (54%)
cellebrite_inseyets,bundle_000146,clean,none,clean,weapon,true,weapon,Fucile (92%) | Armi (90%) | Oggetto tenuto in mano (71%) | Fotocamera (52%)
cellebrite_inseyets,bundle_000147,clean,none,clean,weapon,false,non_weapon,Oggetto tenuto in mano (74%)
cellebrite_inseyets,bundle_000148,clean,none,clean,weapon,true,weapon,Pistola (98%) | Armi (96%)
cellebrite_inseyets,bundle_000149,clean,none,clean,weapon,true,weapon,Pistola (99%) | Armi (97%) | Fotocamera (64%)
cellebrite_inseyets,bundle_000150,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (97%)
cellebrite_inseyets,bundle_000151,clean,none,clean,weapon,true,weapon,Valigia (100%) | Armi (77%)
cellebrite_inseyets,bundle_000152,clean,none,clean,weapon,true,weapon,Armi (91%) | Fucile (90%)
cellebrite_inseyets,bundle_000153,clean,none,clean,weapon,true,weapon,Armi (99%) | Fucile (95%) | Pistola (63%)
cellebrite_inseyets,bundle_000154,clean,none,clean,weapon,true,weapon,Armi (92%) | Cruscotti dei veicoli (89%) | Fotocamera (83%) | Pistola (83%) | Oggetto tenuto in mano (57%) | Motocicli (56%)
cellebrite_inseyets,bundle_000155,clean,none,clean,weapon,true,weapon,Pistola (100%) | Armi (90%)
cellebrite_inseyets,bundle_000156,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (93%) | Oggetto tenuto in mano (58%)
cellebrite_inseyets,bundle_000157,clean,none,clean,weapon,true,weapon,Armi (96%) | Oggetto tenuto in mano (96%) | Fotocamera (78%) | Gioielli (72%) | Spiaggia (59%) | Pistola (55%)
cellebrite_inseyets,bundle_000158,clean,none,clean,weapon,true,weapon,Armi (75%) | Coltelli (62%) | Pistola (59%)
cellebrite_inseyets,bundle_000159,clean,none,clean,weapon,true,weapon,Spiaggia (76%) | Fucile (69%) | Armi (65%)
cellebrite_inseyets,bundle_000160,clean,none,clean,weapon,true,weapon,Fucile (82%) | Armi (57%)
cellebrite_inseyets,bundle_000161,clean,none,clean,weapon,true,weapon,Pistola (93%) | Armi (51%)
cellebrite_inseyets,bundle_000162,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (95%)
cellebrite_inseyets,bundle_000163,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (84%) | Fotocamera (58%)
cellebrite_inseyets,bundle_000164,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (95%)
cellebrite_inseyets,bundle_000165,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (95%)
cellebrite_inseyets,bundle_000166,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (95%)
cellebrite_inseyets,bundle_000167,clean,none,clean,weapon,false,non_weapon,Denaro (97%) | Oggetto tenuto in mano (77%)
cellebrite_inseyets,bundle_000168,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (98%)
cellebrite_inseyets,bundle_000169,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (98%) | Oggetto tenuto in mano (75%)
cellebrite_inseyets,bundle_000170,clean,none,clean,weapon,true,weapon,Armi (99%) | Fucile (95%) | Oggetto tenuto in mano (87%) | Fotocamera (58%)
cellebrite_inseyets,bundle_000171,clean,none,clean,weapon,true,weapon,Catture di schermata (100%) | Codici a barre e codici QR (78%) | Pistola (71%)
cellebrite_inseyets,bundle_000172,clean,none,clean,weapon,true,weapon,Fotocamera (89%) | Codici a barre e codici QR (79%) | Pistola (76%) | Armi (71%)
cellebrite_inseyets,bundle_000173,clean,none,clean,weapon,true,weapon,Armi (91%) | Pistola (85%) | Fotocamera (66%)
cellebrite_inseyets,bundle_000174,clean,none,clean,weapon,true,weapon,Catture di schermata (99%) | Pistola (81%) | Spiaggia (60%)
cellebrite_inseyets,bundle_000175,clean,none,clean,weapon,true,weapon,Pistola (100%) | Armi (100%)
cellebrite_inseyets,bundle_000176,clean,none,clean,weapon,false,non_weapon,Mappe (56%) | Catture di schermata (54%)
cellebrite_inseyets,bundle_000177,clean,none,clean,weapon,false,non_weapon,Documenti (88%) | Oggetto tenuto in mano (87%) | Viso (74%) | Fotocamera (66%)
cellebrite_inseyets,bundle_000178,clean,none,clean,weapon,true,weapon,Oggetto tenuto in mano (95%) | Pistola (92%) | Armi (81%)
cellebrite_inseyets,bundle_000179,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (98%)
cellebrite_inseyets,bundle_000180,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (97%) | Fucile (85%)
cellebrite_inseyets,bundle_000181,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (99%)
cellebrite_inseyets,bundle_000182,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (99%)
cellebrite_inseyets,bundle_000183,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (98%) | Fotocamera (62%) | Automobili (52%)
cellebrite_inseyets,bundle_000184,clean,none,clean,weapon,true,weapon,Armi (95%) | Fucile (91%) | Pistola (59%)
cellebrite_inseyets,bundle_000185,clean,none,clean,weapon,true,weapon,Pistola (86%) | Fucile (81%) | Armi (66%) | Documenti (60%)
cellebrite_inseyets,bundle_000186,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (97%)
cellebrite_inseyets,bundle_000187,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (100%) | Fotocamera (50%)
cellebrite_inseyets,bundle_000188,clean,none,clean,weapon,true,weapon,Armi (99%) | Pistola (98%)
cellebrite_inseyets,bundle_000189,clean,none,clean,weapon,true,weapon,Armi (98%) | Fucile (94%) | Pistola (83%)
cellebrite_inseyets,bundle_000190,clean,none,clean,weapon,true,weapon,Armi (99%) | Fucile (96%) | Pistola (86%)
cellebrite_inseyets,bundle_000191,clean,none,clean,weapon,true,weapon,Armi (83%) | Fucile (71%) | Pistola (69%)
cellebrite_inseyets,bundle_000192,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (94%) | Fucile (68%) | Spiaggia (57%)
cellebrite_inseyets,bundle_000193,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (98%)
cellebrite_inseyets,bundle_000194,clean,none,clean,weapon,true,weapon,Armi (98%) | Pistola (81%)
cellebrite_inseyets,bundle_000195,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (100%)
cellebrite_inseyets,bundle_000196,clean,none,clean,weapon,true,weapon,Armi (93%) | Fucile (82%) | Pistola (59%)
cellebrite_inseyets,bundle_000197,clean,none,clean,weapon,true,weapon,Armi (99%)
cellebrite_inseyets,bundle_000198,clean,none,clean,weapon,true,weapon,Armi (100%) | Fucile (95%)
cellebrite_inseyets,bundle_000199,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (98%) | Fucile (81%) | Oggetto tenuto in mano (76%) | Fotocamera (62%)
cellebrite_inseyets,bundle_000200,clean,none,clean,weapon,true,weapon,Armi (100%) | Pistola (98%)
cellebrite_inseyets,bundle_000201,clean,none,clean,non_weapon,false,non_weapon,Valigia (92%) | Oggetto tenuto in mano (71%) | Fotocamera (57%)
cellebrite_inseyets,bundle_000202,clean,none,clean,non_weapon,true,weapon,Scrittura a mano (57%) | Fucile (51%)
cellebrite_inseyets,bundle_000203,clean,none,clean,non_weapon,true,weapon,Pistola (96%) | Oggetto tenuto in mano (87%) | Armi (61%)
cellebrite_inseyets,bundle_000204,clean,none,clean,non_weapon,false,non_weapon,Smartphone (90%) | Documenti (76%) | Scrittura a mano (53%)
cellebrite_inseyets,bundle_000205,clean,none,clean,non_weapon,false,non_weapon,Smartphone (100%) | Oggetto tenuto in mano (98%)
cellebrite_inseyets,bundle_000206,clean,none,clean,non_weapon,false,non_weapon,Scrittura a mano (60%)
cellebrite_inseyets,bundle_000207,clean,none,clean,non_weapon,false,non_weapon,Spiaggia (81%) | Camion (79%) | Fuoco ed esplosione (65%)
cellebrite_inseyets,bundle_000208,clean,none,clean,non_weapon,false,non_weapon,Catture di schermata (97%) | Documenti (91%)
cellebrite_inseyets,bundle_000209,clean,none,clean,non_weapon,false,non_weapon,Oggetto tenuto in mano (62%)
cellebrite_inseyets,bundle_000210,clean,none,clean,non_weapon,false,non_weapon,Documenti (97%) | Sigarette (55%) | Scrittura a mano (55%)
cellebrite_inseyets,bundle_000211,clean,none,clean,non_weapon,false,non_weapon,Documenti (97%)
cellebrite_inseyets,bundle_000212,clean,none,clean,non_weapon,false,non_weapon,Spiaggia (91%)
cellebrite_inseyets,bundle_000213,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000214,clean,none,clean,non_weapon,true,weapon,Armi (87%) | Fucile (75%) | Pistola (71%)
cellebrite_inseyets,bundle_000215,clean,none,clean,non_weapon,true,weapon,Oggetto tenuto in mano (96%) | Upskirt (88%) | Armi (51%)
cellebrite_inseyets,bundle_000216,clean,none,clean,non_weapon,false,non_weapon,Viso (98%) | Oggetto tenuto in mano (92%)
cellebrite_inseyets,bundle_000217,clean,none,clean,non_weapon,false,non_weapon,Documenti (100%)
cellebrite_inseyets,bundle_000218,clean,none,clean,non_weapon,true,weapon,Oggetto tenuto in mano (98%) | Gioielli (97%) | Sigarette (80%) | Armi (54%)
cellebrite_inseyets,bundle_000219,clean,none,clean,non_weapon,false,non_weapon,Documenti (98%) | Droga (53%)
cellebrite_inseyets,bundle_000220,clean,none,clean,non_weapon,false,non_weapon,Droga (84%)
cellebrite_inseyets,bundle_000221,clean,none,clean,non_weapon,false,non_weapon,Documenti (65%) | Codici a barre e codici QR (62%)
cellebrite_inseyets,bundle_000222,clean,none,clean,non_weapon,false,non_weapon,Codici a barre e codici QR (97%) | Documenti (93%) | Oggetto tenuto in mano (72%)
cellebrite_inseyets,bundle_000223,clean,none,clean,non_weapon,false,non_weapon,Documenti (94%) | Catture di schermata (84%)
cellebrite_inseyets,bundle_000224,clean,none,clean,non_weapon,false,non_weapon,Droga (97%) | Spiaggia (65%)
cellebrite_inseyets,bundle_000225,clean,none,clean,non_weapon,false,non_weapon,Documenti (96%)
cellebrite_inseyets,bundle_000226,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000227,clean,none,clean,non_weapon,false,non_weapon,
cellebrite_inseyets,bundle_000228,clean,none,clean,non_weapon,false,non_weapon,Documenti (97%) | Carte di credito (84%) | Gioielli (79%) | Smartphone (53%)
cellebrite_inseyets,bundle_000229,clean,none,clean,non_weapon,false,non_weapon,Documenti (99%)
