generated_image_id,original_image_id,fold,final_label,source_dataset,source_group,source_relative_path,prepared_relative_path,clean_relative_path,perturbed_relative_path,attack_family,attack_name,attack_parameters,target_model,model_dependency,checkpoint_path,checkpoint_sha256,attack_success,original_prediction,adversarial_prediction,original_confidence,adversarial_confidence,original_correct,adversarial_correct,sha256_original,md5_original,sha256_perturbed,md5_perturbed,perturbation_norm_l0,perturbation_norm_l2,perturbation_norm_linf,perturbation_mean_abs,attack_iterations,attack_convergence_status,size_bytes,extension,created_at
img_00014268__one_pixel__efficientnet_b0,img_00014268,fold_2,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00014268.jpg,datasets/splits/clean/fold_2/non_weapon/img_00014268.jpg,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014268__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9421065449714661, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9421065449714661, ""weapon"": 0.05789341405034065}, ""adversarial_true_label_probability"": 0.9421065449714661, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [338.1418505982145, 335.9700537457512, 5.126669737509218, 0.2869372053172583, 247.2243438810973], ""best_rgb"": [5, 0, 247], ""best_x"": 338, ""best_y"": 336, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 1790980378, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9421065449714661, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9482360482215881, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9482360482215881, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0005631510284729302, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 332.9189147949219, ""perturbation_norm_linf"": 241.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9482360482215881,0.9421065449714661,True,True,8f805386639898fc6c53d814c8de4e8f9104bbbc71bec88a3a146c825091b2ef,07536504c1c6c2ae49182934ff6c0bef,db7ced5c73c1123e65c3d92bb5178167a9685c438716ff5452f76ca94c0d6fa9,e938cd43a25a6deb6e604af0dacecb3c,3,332.9189147949219,241.0,0.0005631510284729302,50,not_computed,160952,.png,2026-05-07T04:12:03+00:00
img_00014396__one_pixel__efficientnet_b0,img_00014396,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014396.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014396.jpeg,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014396__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9987976551055908, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9987976551055908, ""weapon"": 0.0012023539748042822}, ""adversarial_true_label_probability"": 0.9987976551055908, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [296.78801075140905, 825.8059438544364, 31.661686742409927, 29.136727365441345, 20.872246139764556], ""best_rgb"": [32, 29, 21], ""best_x"": 297, ""best_y"": 826, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 1836466228, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9987976551055908, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9988741278648376, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9988741278648376, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.00025871212710626423, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 394.4122314453125, ""perturbation_norm_linf"": 234.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9988741278648376,0.9987976551055908,True,True,609fd845bed604489d20658b27ca22bf1893b765d5014f814e5b3b17873ff6e0,50055d3f92de5a01cc35cb95882a4a30,a91cb866fbb1bf36886c2671ecc86da3c7fc24f1e58d487252bfa71bf8308b63,b823c38fc148584e80c7b59fa3d563d2,3,394.4122314453125,234.0,0.00025871212710626423,50,not_computed,951437,.png,2026-05-07T04:12:03+00:00
img_00014404__one_pixel__efficientnet_b0,img_00014404,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014404.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014404.jpeg,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014404__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9996932744979858, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9996932744979858, ""weapon"": 0.0003067067882511765}, ""adversarial_true_label_probability"": 0.9996932744979858, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [30.420629711829292, 331.2620078550833, 96.7434809144166, 75.55393176121314, 125.48804839257109], ""best_rgb"": [97, 76, 125], ""best_x"": 30, ""best_y"": 331, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 3721629297, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9996932744979858, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9997392296791077, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9997392296791077, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.00038446750841103494, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 122.17201232910156, ""perturbation_norm_linf"": 99.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9997392296791077,0.9996932744979858,True,True,68dd42632b3e58a6dd3a67861923a7904806c8960e87072bd99a0f48a41672ee,63cf3ab597a0de854cbaf5ce6a68d560,eb61529fb543d294c4edff538fba3355e07ac78ec1a49ad06ca9cbd11eb7db9a,be439d9f99e53dc886c03221d56867ec,3,122.17201232910156,99.0,0.00038446750841103494,50,not_computed,271281,.png,2026-05-07T04:12:03+00:00
img_00014428__one_pixel__efficientnet_b0,img_00014428,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014428.png,datasets/splits/clean/fold_2/non_weapon/img_00014428.png,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014428__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9976444840431213, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9976444840431213, ""weapon"": 0.002355441451072693}, ""adversarial_true_label_probability"": 0.9976444840431213, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [253.76343415696869, 111.74816629101511, 252.78687939592845, 228.93686167466115, 119.03934868135075], ""best_rgb"": [253, 229, 119], ""best_x"": 254, ""best_y"": 112, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 3929938234, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9976444840431213, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9983490705490112, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9983490705490112, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0011185185285285115, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 183.30848693847656, ""perturbation_norm_linf"": 141.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9983490705490112,0.9976444840431213,True,True,e24afd1f746f2d9aee6d596df97cb7847cc7da2a760386d44a0eaede2cb03acc,baab45227d39bbb1ce32452de5f943b1,86b702d6b73fc6d79b98349e710b0936d47388bec0ff1a418cd7a7f7d37d2e17,708c6647ea9e99cf36360664d2c6a99d,3,183.30848693847656,141.0,0.0011185185285285115,50,not_computed,8132,.png,2026-05-07T04:12:03+00:00
img_00014443__one_pixel__efficientnet_b0,img_00014443,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014443.png,datasets/splits/clean/fold_2/non_weapon/img_00014443.png,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014443__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.8963432908058167, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.8963432908058167, ""weapon"": 0.10365667939186096}, ""adversarial_true_label_probability"": 0.8963432908058167, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [235.0971367534177, 297.47884990038455, 247.69758497846584, 251.19145464999616, 246.85817973358206], ""best_rgb"": [248, 251, 247], ""best_x"": 235, ""best_y"": 297, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 3259454071, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.8963432908058167, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9058459401130676, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9058459401130676, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0007987876888364553, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 359.1406555175781, ""perturbation_norm_linf"": 211.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9058459401130676,0.8963432908058167,True,True,1a74e4a83f6c3860ec42282aeb3e47c4e533fa2839c11e4163edbec184b1202e,e7a7467133f8f74ca374962883030068,9e7543fbc124ab70bb9c4e00b4c530cd923b2dce8ce2a3ba056e85f16ea8aa06,e9a690fb84e16f0614670347f5c631f6,3,359.1406555175781,211.0,0.0007987876888364553,50,not_computed,100650,.png,2026-05-07T04:12:03+00:00
img_00014453__one_pixel__efficientnet_b0,img_00014453,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014453.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014453.jpeg,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014453__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.975074291229248, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.975074291229248, ""weapon"": 0.024925729259848595}, ""adversarial_true_label_probability"": 0.975074291229248, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [172.17648808324037, 393.59147276836984, 29.737375707339638, 27.41558955290361, 119.5049015929969], ""best_rgb"": [30, 27, 120], ""best_x"": 172, ""best_y"": 394, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 854880733, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.975074291229248, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9778828024864197, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9778828024864197, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0013689540792256594, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 347.6118469238281, ""perturbation_norm_linf"": 228.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9778828024864197,0.975074291229248,True,True,e0ed90fbffc3592aaba5dc36d6b6fc11f024df003246ac7210dbf030fee601f3,0491c197628853fcc8b9d72e47cd13da,759f8186cdd1e878aac8d38360695d5d65b9afa3dc0d40ec5219d0fda86bdf1b,fbe004e37b41d884d86ec177bef48086,3,347.6118469238281,228.0,0.0013689540792256594,50,not_computed,42964,.png,2026-05-07T04:12:03+00:00
img_00014469__one_pixel__efficientnet_b0,img_00014469,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014469.png,datasets/splits/clean/fold_2/non_weapon/img_00014469.png,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014469__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9892130494117737, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9892130494117737, ""weapon"": 0.010786892846226692}, ""adversarial_true_label_probability"": 0.9892130494117737, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [65.93380425957075, 120.01360288381969, 253.89436085059964, 42.52020135712151, 24.83403126422168], ""best_rgb"": [254, 43, 25], ""best_x"": 66, ""best_y"": 120, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 3700386383, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9892130494117737, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9924271702766418, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9924271702766418, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.001414814847521484, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 247.87496948242188, ""perturbation_norm_linf"": 176.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9924271702766418,0.9892130494117737,True,True,4f3000dbe3521d3c330c6b86fd802ae14270707feb2522dd48637d58113ec909,0c14bc32acaf1ee20ecc1f37817b48bd,ad5f345bb05feb6f94429dcea36050458ac34b0b13fdee36b61ea93b55d3fc1e,7b1ea2bee6f71fc311beac136a69d1ff,3,247.87496948242188,176.0,0.001414814847521484,50,not_computed,115532,.png,2026-05-07T04:12:03+00:00
img_00014472__one_pixel__efficientnet_b0,img_00014472,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014472.png,datasets/splits/clean/fold_2/non_weapon/img_00014472.png,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014472__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9723541140556335, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9723541140556335, ""weapon"": 0.02764582633972168}, ""adversarial_true_label_probability"": 0.9723541140556335, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [321.22349041153063, 78.37640034872199, 160.52868824939418, 223.8298269504802, 241.33249417460698], ""best_rgb"": [161, 224, 241], ""best_x"": 321, ""best_y"": 78, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 1629874925, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9723541140556335, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9779265522956848, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9779265522956848, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0014490741305053234, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 366.30316162109375, ""perturbation_norm_linf"": 241.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9779265522956848,0.9723541140556335,True,True,42953ddd35134ce588e9e7258f4cd5da85994bb8bc3627fdbf7e0fa3e77bb04e,0ea649e5f70bc97d0dbac760ee691437,d8458adf3c25f74d9f15b6c809412c235390f2bc73dea29d8a80f0dbec341f66,8dbea67173bb3cb09bce040d4cd9e6a5,3,366.30316162109375,241.0,0.0014490741305053234,50,not_computed,79568,.png,2026-05-07T04:12:03+00:00
img_00014480__one_pixel__efficientnet_b0,img_00014480,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014480.png,datasets/splits/clean/fold_2/non_weapon/img_00014480.png,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014480__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9647577404975891, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9647577404975891, ""weapon"": 0.03524230048060417}, ""adversarial_true_label_probability"": 0.9647577404975891, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [321.63449214538605, 403.1850664676673, 250.27133747435266, 254.24013867033335, 253.83259923765695], ""best_rgb"": [250, 254, 254], ""best_x"": 322, ""best_y"": 403, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 4115747971, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9647577404975891, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9753457903862, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9753457903862, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0006866666954010725, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 307.1107177734375, ""perturbation_norm_linf"": 206.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9753457903862,0.9647577404975891,True,True,29690f2ff2a3f0e09e2e3cfb803a79a2896151f817671b35b4e4a72e8ecbf3db,12d0b5d7765f71b56b56a9cbd30dfc14,6329d5c7679e7560ce14543d6f5ef6b197d8275b78c022f8e0d1dbcbfe7ecba3,e56ffc16b8c37724501a256e34a03f6c,3,307.1107177734375,206.0,0.0006866666954010725,50,not_computed,31751,.png,2026-05-07T04:12:03+00:00
img_00014503__one_pixel__efficientnet_b0,img_00014503,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014503.png,datasets/splits/clean/fold_2/non_weapon/img_00014503.png,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014503__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9981039762496948, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9981039762496948, ""weapon"": 0.0018959867302328348}, ""adversarial_true_label_probability"": 0.9981039762496948, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [30.56888403046088, 327.0148980645508, 166.84636853220675, 85.77817786170345, 27.52458102828527], ""best_rgb"": [167, 86, 28], ""best_x"": 31, ""best_y"": 327, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 3827533704, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9981039762496948, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9985100626945496, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9985100626945496, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.0007723684539087117, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 189.91839599609375, ""perturbation_norm_linf"": 167.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9985100626945496,0.9981039762496948,True,True,4781072b8171e2f9e932e127de9e19e120903ec715ba5fdebda19044952b2c82,1f437d75ffb0b164404ed7cdbc1c7715,69b4115e4eeb935e492ab28752e4aea620f0f62bc4c895bde3d57ec07f52cf4d,32065a25d6f034c9a1e0c0513c60b371,3,189.91839599609375,167.0,0.0007723684539087117,50,not_computed,96529,.png,2026-05-07T04:12:03+00:00
img_00014506__one_pixel__efficientnet_b0,img_00014506,fold_2,non_weapon,05_deepweb,deepweb,,images/img_00014506.jpeg,datasets/splits/clean/fold_2/non_weapon/img_00014506.jpeg,attacks/adversarial/one_pixel/efficientnet_b0/fold_2/non_weapon/img_00014506__one_pixel__efficientnet_b0.png,adversarial,one_pixel,"{""adversarial_confidence"": 0.9998082518577576, ""adversarial_prediction"": ""non_weapon"", ""adversarial_probabilities"": {""non_weapon"": 0.9998082518577576, ""weapon"": 0.00019174185581505299}, ""adversarial_true_label_probability"": 0.9998082518577576, ""attack_type"": ""differential_evolution_one_pixel"", ""base_seed"": 42, ""best_candidate"": [120.0202749070757, 128.99892942489748, 74.27501433363379, 19.654303316247066, 0.16488440165559837], ""best_rgb"": [74, 20, 0], ""best_x"": 120, ""best_y"": 129, ""changed_pixel_count"": 1, ""converged"": false, ""effective_population_size"": 100, ""image_seed"": 638767740, ""input_size"": 224, ""iterations_used"": 50, ""max_iterations"": 50, ""metric_space"": ""pixel_[0,255]"", ""optimization_objective"": ""minimize_true_label_probability"", ""optimizer_fun"": 0.9998082518577576, ""optimizer_message"": ""Maximum number of iterations has been exceeded."", ""optimizer_success"": false, ""original_confidence"": 0.9998644590377808, ""original_prediction"": ""non_weapon"", ""original_true_label_probability"": 0.9998644590377808, ""output_format"": ""PNG"", ""perturbation_mean_abs"": 0.002088888781145215, ""perturbation_norm_l0"": 3, ""perturbation_norm_l2"": 331.5690002441406, ""perturbation_norm_linf"": 215.0, ""polish"": false, ""population_size"": 20, ""queries_used"": 5101, ""search_dimension"": 5, ""search_space"": ""x_y_rgb"", ""target_model"": ""efficientnet_b0"", ""updating"": ""immediate"", ""workers"": 1}",efficientnet_b0,model_dependent,models/checkpoints/efficientnet_b0/fold_2.pt,59fef93da20f0f8b6598e3653485e9feb8ed0e9ded97db52ae6e415175f517e5,False,non_weapon,non_weapon,0.9998644590377808,0.9998082518577576,True,True,512e66f82589e63065539e0846d9fec96929972dd738467746ae54155397205b,210c5d2bef14ce2036195df07fcc4dac,5bb44b88f5455b1f7243efdd0969a5108563442590a005301dd949977ede5e23,e91dd84fc549d7da95088179ace8c48c,3,331.5690002441406,215.0,0.002088888781145215,50,not_computed,135724,.png,2026-05-07T04:12:03+00:00
