generated_image_id,original_image_id,fold,final_label,source_dataset,source_group,source_relative_path,prepared_relative_path,clean_relative_path,perturbed_relative_path,attack_family,attack_name,attack_parameters,sha256_original,md5_original,sha256_perturbed,md5_perturbed,size_bytes,extension,created_at
img_00013615__jpeg_recompression,img_00013615,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00013615.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013615.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00013615__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",67238c60be16c2a2b9c90564c27d9f4007de9abb030f2a7d1f601a45ba9b337c,2c9850e81ec33029c4ea279a61247105,e4c58135149d552e52486fe57195774af5e667fc79515f2e274ef6e90c8e990f,8ce82113f85ae99e7fb30fa8ede94af8,58602,.jpg,2026-05-07T04:09:38+00:00
img_00013698__jpeg_recompression,img_00013698,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00013698.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013698.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00013698__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",c2245322454f66acdf488ece6c213cbdd4178420baeccd25cc4d1e28791aa6cc,2485001f91b446c245901ee2d6ed2029,aa2e17073abc21263742175328337c624e1bd506e021254646293f93f5789849,04a5997259f7dbfaf7725bdc6315a6e7,209431,.jpg,2026-05-07T04:09:38+00:00
img_00013803__jpeg_recompression,img_00013803,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00013803.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013803.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00013803__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",150b4f40042904e82705494002aeca677b49b3d62a9342f9db1af27695f27da5,2981fbea279e8bb3406cd33407cc6e54,2ed54bdcbba32618b60b7111d7197b4cfd4f5b24a5abef3e19730cb64ef143f5,f97fdde96a1a18846a3b33e655bca0b5,93457,.jpg,2026-05-07T04:09:38+00:00
img_00013869__jpeg_recompression,img_00013869,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00013869.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013869.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00013869__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",1b3a7902f6f6f96e866ba4f81ef7f8cafb5191a187005bd17b0a6ec7aefc72fd,cadd5399d0c4154e235215e3b64a0e82,12e8a4ae939566e6dc8bc88e0a6aa8b8a60a2a98a0d213a503cd25bb64330b00,53d49ca976246481718737ba60a78130,34105,.jpg,2026-05-07T04:09:38+00:00
img_00013870__jpeg_recompression,img_00013870,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00013870.jpg,datasets/splits/clean/fold_1/non_weapon/img_00013870.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00013870__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",c06cf9da5062ca7be1f40fe0d79bea3ef6e127ee4aa36286e00c85b5f9491f49,cf18ec89cf0d0baf77d1334b88f653c6,6b9acf2b03ace1196305ef90b3b06eaed19d877a849a19d02700d4f64b560ecc,b7e4700b51cf0629a3ef964b75d0c35c,143543,.jpg,2026-05-07T04:09:38+00:00
img_00014149__jpeg_recompression,img_00014149,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00014149.jpg,datasets/splits/clean/fold_1/non_weapon/img_00014149.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014149__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",c24a892b1c3a48deb44167057b85bb1b0bedf0d01216126450120bc67ce18e25,d2c6c17baeebf74c443eac68448568b9,b70a4aeb2bddcc7b9860226e44aff612cfd458338a99a77aaf92fb39b91075b9,bbf015d76da74333bcef024854bb7a6a,136267,.jpg,2026-05-07T04:09:38+00:00
img_00014184__jpeg_recompression,img_00014184,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00014184.jpg,datasets/splits/clean/fold_1/non_weapon/img_00014184.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014184__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",ea74e773166363235e341652c925d0aa8f310c4c757910047898f930d3cd3633,8715afaec3080de3d2ccff5d0e2e1a0e,11341fb511323d32b18cd445bd5ee335e99ad3cd8748fcb0aee5d056acf0d3b9,412dd4750b5c0419ea8f253fbae7293e,49843,.jpg,2026-05-07T04:09:38+00:00
img_00014190__jpeg_recompression,img_00014190,fold_1,non_weapon,04_telegram_youtube,telegram_youtube,,images/img_00014190.jpg,datasets/splits/clean/fold_1/non_weapon/img_00014190.jpg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014190__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",c9e752f5f7ea54bfdc4f21a9b154f6b945fbd562db96199642a1154d6fffe4f3,86c90ee4fecdac1ee3ad02ee38dca0d6,2c4dd77e7545a656636c2baf3cad2a7cbaa0476fe3dd42d50be1b09a00093cf2,04be6a796682db74396ffe4a46454455,16471,.jpg,2026-05-07T04:09:38+00:00
img_00014436__jpeg_recompression,img_00014436,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014436.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014436.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014436__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",ed426c88b71ee65913602eb323d23dd9f32a1f10a4167b52db6b940c327e6de7,debfb38f48e856ea1de313bde0c0f6f5,455ae7360fdcdd4346c35807471e1ed4458f6a1a5224ca0b1eb9ac4403c1bff0,4b06588129e43d3f90bd5d0ee36609df,82117,.jpg,2026-05-07T04:09:38+00:00
img_00014450__jpeg_recompression,img_00014450,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014450.png,datasets/splits/clean/fold_1/non_weapon/img_00014450.png,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014450__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",4344f4767ba1d3294bb4ea3e919189a76dbce937469e5da6cc1196eead512beb,00aae0222fe7f27050cbdaaaad79f533,f3132ddb33912b827356c79b7c2cc69a304d5e686259475e214e4f8a4b89fd89,c6d83ce31007d9e5bd1d90c08ad0b798,14501,.jpg,2026-05-07T04:09:38+00:00
img_00014463__jpeg_recompression,img_00014463,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014463.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014463.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014463__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",10b63e7ce3d64bffb5065b3b64031a83cfeb88fbdb8b7873e2cdea30b8349a12,0a2e8360bfbd38360378017d131de233,5dcefb277e752e12daf77619389a49b37794419cf6b9e8857e867f73e6551cea,89654cddd6d2a7bf96a2717009fdd81c,109056,.jpg,2026-05-07T04:09:38+00:00
img_00014465__jpeg_recompression,img_00014465,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014465.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014465.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014465__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",b8608f9b61709cebe5de0fc020c26b05dd3cc63abbca706f407bec110b42a452,0a974353fb81eb1fe96f63ed5065ae53,f658ab75e0bd6596df6a250204a7f831699bdd7846e29a96c7c54fb9e8d94e91,cdcc28af8cc95c5b2e05711ae424b7f7,22305,.jpg,2026-05-07T04:09:38+00:00
img_00014478__jpeg_recompression,img_00014478,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014478.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014478.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014478__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",fda02ad4e361c74930274b7cce6984571522ea0fdc52dd786ded825b87b44f6c,129ce34154212850119344f7df405611,94219202264240e9f76bc41deb39e49ea7e3494fcdda97dfe1c7e176868d9f2a,3b4337bc988013fd0813813816cd33b0,13422,.jpg,2026-05-07T04:09:38+00:00
img_00014494__jpeg_recompression,img_00014494,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014494.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014494.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014494__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",8cf2a3b4d380f2a491a5c1129769e6f4aaf105decdfaedaa4bb12118d41f6cd4,1b4d80a56123ea5025f8758c70390c82,e60d98e8cca7fa8b72cec22db9b3b4051c4adb09fbd9b2bb57e9d31466039a64,fe91e4ac6a3e58f8b41853e72905f1e1,42629,.jpg,2026-05-07T04:09:38+00:00
img_00014507__jpeg_recompression,img_00014507,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014507.webp,datasets/splits/clean/fold_1/non_weapon/img_00014507.webp,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014507__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",f922bf86352285de11465dac2b5d31d2059d57f17472eac0c132070b2afc7adc,21cc77de71c84337d62e3497cf628e0e,2c2dbaa406f9073c520dc2b6aa041ffd061fd8feebd4b7ae8b937d5fb4bad3dc,20d10053b97068af4b409fb23b431f8b,10527,.jpg,2026-05-07T04:09:38+00:00
img_00014543__jpeg_recompression,img_00014543,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014543.webp,datasets/splits/clean/fold_1/non_weapon/img_00014543.webp,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014543__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",04b715b4c503752b0d961beb5d74cb8d06683b1672e4279770774ee41e248522,35dce455de1e39afafcf17ba3adcea6c,226e7af2243b7f8ab2e5f8194b10ab13015c771b5b29bf4c46b9bb344e876c65,8607232650f7cebae7f224636d900c82,24512,.jpg,2026-05-07T04:09:38+00:00
img_00014545__jpeg_recompression,img_00014545,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014545.webp,datasets/splits/clean/fold_1/non_weapon/img_00014545.webp,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014545__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",df227edbfdcdee95896d00908f40f53b3248b352eb729bb83074bd713adca0c1,37feb0a42551d9622f0cd8e567222016,7c360d4038b13b659d1bb0f369f6e583ffd3ed1b118e1c27687055f70fc6668d,449a8d6370b3e43d48141577f4e2b78a,5335,.jpg,2026-05-07T04:09:38+00:00
img_00014592__jpeg_recompression,img_00014592,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014592.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014592.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014592__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",15516d8f98095ed62eeb717f83a53138aad4968ef785826211f57eb880f68394,501730edf6b5778f013e0277a3ff2873,741a77256f36bbc6a140c461487906feb2d94274f9776258eb77ae3bf4c67ebb,6728b237f055cc171c049bd0f1563043,189423,.jpg,2026-05-07T04:09:38+00:00
img_00014593__jpeg_recompression,img_00014593,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014593.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014593.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014593__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",b1ddcecfa3a1cfd23868d7ac03e611ec1a82f9e9b9d8242d2db7546f70915f6a,50a1483331ac1d4bdd7fc89a7907b296,029115fa28178934ccfa258b693405ff3ee4c049891445783d35cb2ac6d6cd3f,84c764a3be1fd7ccff7a156c36aeff1c,10391,.jpg,2026-05-07T04:09:38+00:00
img_00014599__jpeg_recompression,img_00014599,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014599.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014599.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014599__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",c7a1c9b582f1cb0fd6906d680ad1cde3c104211530f9bfd06ec3922d95f4f4d3,53a4795a6823c129081bda0779683f5a,6ba81ad16c419eca5de7db13f1e0e663d0da28c9ed5ee475a8dcb0a29c31a08e,7d7ec9887a2fff592b5c7ba657c1fbe8,5449,.jpg,2026-05-07T04:09:38+00:00
img_00014608__jpeg_recompression,img_00014608,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014608.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014608.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014608__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",e1f4de3c9a20716b5bd980f6131171284bc149494994a6ef11ca3d6dc4bfbb8d,58971f93302fe984f6d88d34f8ce38ab,65253410bf8294c876e0062d4b01339f1af02edccb2cf739464048475aba8ffc,f42c6453b3f23aa894af94bf93b3859a,16634,.jpg,2026-05-07T04:09:38+00:00
img_00014610__jpeg_recompression,img_00014610,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014610.webp,datasets/splits/clean/fold_1/non_weapon/img_00014610.webp,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014610__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",a8a8e42ea5f3777da9c0f5a86ebbaf16bc0906297bdf6aa0a86293ed7f94976c,59f32964c0201ca494e65a77b07d115f,5411b526d51ac8edb00c04c0093f7da15d10ee50a626ff74476858784f0497d3,f869875ac8c06a324f4f9a49ed03d062,9460,.jpg,2026-05-07T04:09:38+00:00
img_00014616__jpeg_recompression,img_00014616,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014616.png,datasets/splits/clean/fold_1/non_weapon/img_00014616.png,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014616__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",82ca0bd139e00a4ecd228839230369f6827cbeafd949a8d8f1289b157df680bc,5c2360a6b8f96eed3afa2759459b8e1c,fe3d8238f99215a366d8ee2f261d63db3396d4affeba4606165f263f10b37e45,132e5dc6255901b78f2188031d7d8daf,27795,.jpg,2026-05-07T04:09:38+00:00
img_00014629__jpeg_recompression,img_00014629,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014629.png,datasets/splits/clean/fold_1/non_weapon/img_00014629.png,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014629__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",2678b465f3595dfdbd0663f8a03fe7ffdb2198312bfae7ac9c20777a4eeed22b,64618c24790e5732ec8d61b30d805089,8ae383188756ece51003bff8a5b7c71f817475cbe6f67c60e361a622330a2256,a2b23c383bc3bd939365b523d7811018,25923,.jpg,2026-05-07T04:09:38+00:00
img_00014632__jpeg_recompression,img_00014632,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014632.png,datasets/splits/clean/fold_1/non_weapon/img_00014632.png,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014632__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",e70010128c82bdfe54663b06f9885ff8c13287a4249858b989c9a4d1c3c599a0,6551960cf334598319b78ac4ec86f9b1,ff6b074f108b9c3e03a91d896a8513e6a69518c498234fd1196efee076ee7189,87241523304c32b86cec2d19c20d743e,39742,.jpg,2026-05-07T04:09:38+00:00
img_00014644__jpeg_recompression,img_00014644,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014644.png,datasets/splits/clean/fold_1/non_weapon/img_00014644.png,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014644__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",e8a52ced3a08c542ddf6dcba19dc5b0f15e1f795dfa49fc28d35a724ad95b119,698748c43245cce1b0b7e2f862497783,3a3e664bdbd9455e68c5063b0d3a66f96a620dabb87252da37439836290435fe,f163d2d20613fcb81828bf21e89c2f0a,56812,.jpg,2026-05-07T04:09:38+00:00
img_00014653__jpeg_recompression,img_00014653,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014653.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014653.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014653__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",a7c0e11bd2bdd953bce483ff6c4b14739d9a4bb4ce7a96b562bd7b270a37d44f,70a6d9d0bd6b26680754e977f9c00ad3,c752619109e5d3cc324de374dc1984216825ac0e27facb1c3891884130b2cba8,f7f65287fc0c51a8c2bdd70877a3de41,109273,.jpg,2026-05-07T04:09:38+00:00
img_00014657__jpeg_recompression,img_00014657,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014657.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014657.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014657__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",4d182dca19276c8f7c289cdd0d340a6e5c5477f978b38b9d656245db1c0344bc,717587b90dbec319c8bb307aa9bca1fa,56e2a435537ff1b2822c6f2abfe5164e3be2a69727b8aa6a77ae515c5b31c816,f3637ef82452afeebf8e4d6934e9d6c7,7416,.jpg,2026-05-07T04:09:38+00:00
img_00014661__jpeg_recompression,img_00014661,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014661.jpeg,datasets/splits/clean/fold_1/non_weapon/img_00014661.jpeg,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014661__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",80255e5ba44096ea7a3da3b79490018d168b76ebe84edc92399bab03b398f2bb,73f69e6ebfabe74e4345db18a2838350,ca18c39cdae188b72f523c436c55940690e932906103f39b36f0bf4644d937f7,0026d3d5eb7a17d6b437028f1e43abf2,18473,.jpg,2026-05-07T04:09:38+00:00
img_00014670__jpeg_recompression,img_00014670,fold_1,non_weapon,05_deepweb,deepweb,,images/img_00014670.png,datasets/splits/clean/fold_1/non_weapon/img_00014670.png,attacks/anti_forensic/jpeg_recompression/fold_1/non_weapon/img_00014670__jpeg_recompression.jpg,anti_forensic,jpeg_recompression,"{""output_format"": ""JPEG"", ""quality"": 70}",7fba0229cd62cbed6e4de8a1bb740e8d1317cfb1d4b57b5a81440c2f037f2869,77e980feaa768f6d0bbb289a98e85b1b,21af632ad90004fdecfb0307cb525565a4467bad5c045bc42dca5da5f022ff03,6b0926e8f6fe939d611dab73a348075a,80659,.jpg,2026-05-07T04:09:38+00:00
