tool_name,bundle_id,sample_type,attack_family,attack_name,final_label,weapon_detected,normalized_prediction,firearm_bookmark,secondary_weapon_bookmarks
griffeye,bundle_000103,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000104,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000105,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000106,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000107,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000108,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000109,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000110,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000111,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000112,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000113,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000114,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000115,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000116,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000117,clean,none,clean,weapon,true,weapon,true,CORE/Violence/Explosive Weapon
griffeye,bundle_000118,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000119,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000120,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000121,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000122,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000123,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000124,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000125,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000126,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000127,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000128,clean,none,clean,weapon,true,weapon,true,CORE/Violence/Explosive Weapon | CORE/Military/Military Equipment
griffeye,bundle_000129,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000130,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000131,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000132,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000133,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000134,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000135,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000136,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000137,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000138,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000139,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000140,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000141,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000142,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000143,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000144,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000145,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000146,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000147,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000148,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000149,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000150,clean,none,clean,weapon,true,weapon,true,CORE/Violence/Explosive Weapon | CORE/Military/Military Equipment
griffeye,bundle_000151,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000152,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000153,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000154,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000155,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000156,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000157,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000158,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000159,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000160,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000161,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000162,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000163,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000164,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000165,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000166,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000167,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000168,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000169,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000170,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000171,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000172,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000173,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000174,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000175,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000176,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000177,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000178,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000179,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000180,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000181,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000182,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000183,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000184,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000185,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000186,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000187,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000188,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000189,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000190,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000191,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000192,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000193,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000194,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000195,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000196,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000197,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000198,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000199,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000200,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000201,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000202,clean,none,clean,non_weapon,false,non_weapon,false,CORE/Military/Military Equipment
griffeye,bundle_000203,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000204,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000205,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000206,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000207,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000208,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000209,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000210,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000211,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000212,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000213,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000214,clean,none,clean,non_weapon,false,non_weapon,false,CORE/Military/Military Equipment
griffeye,bundle_000215,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000216,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000217,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000218,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000219,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000220,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000221,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000222,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000223,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000224,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000225,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000226,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000227,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000228,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000229,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000230,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000231,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000232,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000233,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000234,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000235,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000236,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000237,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000238,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000239,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000240,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000241,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000242,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000243,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000244,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000245,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000246,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000247,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000248,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000249,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000250,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000251,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000252,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000253,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000254,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000255,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000256,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000257,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000258,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000259,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000260,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000261,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000262,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000263,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000264,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000265,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000266,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000267,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000268,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000269,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000270,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000271,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000272,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000273,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000274,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000275,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000276,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000277,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000278,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000279,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000280,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000281,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000282,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000283,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000284,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000285,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000286,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000287,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000288,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000289,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000290,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000291,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000292,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000293,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000294,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000295,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000296,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000297,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000298,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000299,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000300,clean,none,clean,non_weapon,false,non_weapon,false,
griffeye,bundle_000301,clean,none,clean,weapon,false,non_weapon,false,CORE/Military/Military Equipment
griffeye,bundle_000302,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000303,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000304,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000305,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000306,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000307,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000308,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000309,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000310,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000311,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000312,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000313,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000314,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000315,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000316,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000317,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000318,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000319,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000320,clean,none,clean,weapon,false,non_weapon,false,CORE/Military/Military Equipment
griffeye,bundle_000321,clean,none,clean,weapon,true,weapon,true,CORE/Violence/Archery Weapon | CORE/Military/Military Equipment
griffeye,bundle_000322,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000323,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000324,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000325,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000326,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000327,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000328,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000329,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000330,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000331,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000332,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000333,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000334,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000335,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000336,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000337,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000338,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000339,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000340,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000341,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000342,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000343,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000344,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000345,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000346,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000347,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000348,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000349,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000350,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000351,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000352,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000353,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000354,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000355,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000356,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000357,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000358,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000359,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000360,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000361,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000362,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000363,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000364,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000365,clean,none,clean,weapon,true,weapon,true,CORE/Military/Military Equipment
griffeye,bundle_000366,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000367,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000368,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000369,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000370,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000371,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000372,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000373,clean,none,clean,weapon,true,weapon,true,
griffeye,bundle_000374,clean,none,clean,weapon,false,non_weapon,false,
griffeye,bundle_000375,clean,none,clean,weapon,true,weapon,true,
