run_tag,case_id,created_at,selection_strategy,evaluated_model,evaluation_fold,sample_type,attack_family,attack_name,final_label,prediction,confidence,correct,clean_correct,original_image_id,generated_image_id,sample_id,input_relative_path,ig_output_path,attribution_target_index,attribution_target_label,method,n_steps
efficientnet_b0_all_thr_0_90,xai_case_0011,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014494,img_00014494__sigma_zero__efficientnet_b0,img_00014494__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014494__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0011__img_00014494__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0012,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014507,img_00014507__sigma_zero__efficientnet_b0,img_00014507__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014507__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0012__img_00014507__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0013,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014592,img_00014592__sigma_zero__efficientnet_b0,img_00014592__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014592__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0013__img_00014592__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0014,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_3,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00012948,img_00012948__sigma_zero__efficientnet_b0,img_00012948__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_3/non_weapon/img_00012948__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0014__img_00012948__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0015,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014794,img_00014794__sigma_zero__efficientnet_b0,img_00014794__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014794__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0015__img_00014794__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0016,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014810,img_00014810__sigma_zero__efficientnet_b0,img_00014810__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014810__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0016__img_00014810__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0017,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014824,img_00014824__sigma_zero__efficientnet_b0,img_00014824__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014824__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0017__img_00014824__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0018,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014829,img_00014829__sigma_zero__efficientnet_b0,img_00014829__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014829__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0018__img_00014829__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0019,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014843,img_00014843__sigma_zero__efficientnet_b0,img_00014843__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014843__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0019__img_00014843__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0020,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014905,img_00014905__sigma_zero__efficientnet_b0,img_00014905__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014905__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0020__img_00014905__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0021,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014675,img_00014675__sigma_zero__efficientnet_b0,img_00014675__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014675__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0021__img_00014675__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0022,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014680,img_00014680__sigma_zero__efficientnet_b0,img_00014680__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014680__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0022__img_00014680__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0023,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_4,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014690,img_00014690__sigma_zero__efficientnet_b0,img_00014690__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_4/non_weapon/img_00014690__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0023__img_00014690__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0024,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014934,img_00014934__sigma_zero__efficientnet_b0,img_00014934__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014934__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0024__img_00014934__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0025,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014959,img_00014959__sigma_zero__efficientnet_b0,img_00014959__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014959__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0025__img_00014959__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0026,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014978,img_00014978__sigma_zero__efficientnet_b0,img_00014978__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014978__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0026__img_00014978__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0027,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014681,img_00014681__sigma_zero__efficientnet_b0,img_00014681__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014681__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0027__img_00014681__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0028,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_1,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014692,img_00014692__sigma_zero__efficientnet_b0,img_00014692__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_1/non_weapon/img_00014692__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0028__img_00014692__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0029,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_3,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014581,img_00014581__sigma_zero__efficientnet_b0,img_00014581__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_3/non_weapon/img_00014581__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0029__img_00014581__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_all_thr_0_90,xai_case_0030,2026-05-11T19:24:27+00:00,all,efficientnet_b0,fold_3,perturbed,adversarial,sigma_zero,non_weapon,weapon,1.0,False,True,img_00014582,img_00014582__sigma_zero__efficientnet_b0,img_00014582__sigma_zero__efficientnet_b0,attacks/adversarial/sigma_zero/efficientnet_b0/fold_3/non_weapon/img_00014582__sigma_zero__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_all_thr_0_90/efficientnet_b0/sigma_zero/xai_case_0030__img_00014582__sigma_zero__efficientnet_b0.png,0,non_weapon,Integrated Gradients,32
