run_tag,case_id,created_at,selection_strategy,evaluated_model,evaluation_fold,sample_type,attack_family,attack_name,final_label,prediction,confidence,correct,clean_correct,original_image_id,generated_image_id,sample_id,input_relative_path,ig_output_path,attribution_target_index,attribution_target_label,method,n_steps
efficientnet_b0_weapon_to_non_weapon,xai_case_0011,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9961273074150084,False,True,img_00000314,img_00000314__fgsm__efficientnet_b0,img_00000314__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000314__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0011__img_00000314__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0012,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9959182143211364,False,True,img_00010402,img_00010402__fgsm__efficientnet_b0,img_00010402__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00010402__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0012__img_00010402__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0013,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9958765506744384,False,True,img_00014400,img_00014400__fgsm__efficientnet_b0,img_00014400__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00014400__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0013__img_00014400__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0014,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9953017234802246,False,True,img_00000139,img_00000139__fgsm__efficientnet_b0,img_00000139__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00000139__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0014__img_00000139__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0015,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_4,perturbed,adversarial,fgsm,weapon,non_weapon,0.9952242374420166,False,True,img_00012722,img_00012722__fgsm__efficientnet_b0,img_00012722__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_4/weapon/img_00012722__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0015__img_00012722__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0016,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9952034950256348,False,True,img_00000138,img_00000138__fgsm__efficientnet_b0,img_00000138__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000138__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0016__img_00000138__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0017,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9943538904190063,False,True,img_00012634,img_00012634__fgsm__efficientnet_b0,img_00012634__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00012634__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0017__img_00012634__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0018,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9939002990722656,False,True,img_00013599,img_00013599__fgsm__efficientnet_b0,img_00013599__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00013599__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0018__img_00013599__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0019,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9936165809631348,False,True,img_00013589,img_00013589__fgsm__efficientnet_b0,img_00013589__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013589__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0019__img_00013589__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0020,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9931463599205016,False,True,img_00013537,img_00013537__fgsm__efficientnet_b0,img_00013537__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00013537__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0020__img_00013537__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0021,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9924662709236144,False,True,img_00013533,img_00013533__fgsm__efficientnet_b0,img_00013533__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013533__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0021__img_00013533__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0022,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.992031455039978,False,True,img_00013590,img_00013590__fgsm__efficientnet_b0,img_00013590__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013590__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0022__img_00013590__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0023,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9918971657752992,False,True,img_00014497,img_00014497__fgsm__efficientnet_b0,img_00014497__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00014497__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0023__img_00014497__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0024,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9897522926330566,False,True,img_00000125,img_00000125__fgsm__efficientnet_b0,img_00000125__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000125__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0024__img_00000125__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0025,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.989648163318634,False,True,img_00012754,img_00012754__fgsm__efficientnet_b0,img_00012754__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00012754__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0025__img_00012754__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0026,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_4,perturbed,adversarial,fgsm,weapon,non_weapon,0.9896292090415956,False,True,img_00000126,img_00000126__fgsm__efficientnet_b0,img_00000126__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_4/weapon/img_00000126__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0026__img_00000126__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0027,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9895725846290588,False,True,img_00000321,img_00000321__fgsm__efficientnet_b0,img_00000321__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00000321__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0027__img_00000321__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0028,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.98955637216568,False,True,img_00012752,img_00012752__fgsm__efficientnet_b0,img_00012752__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00012752__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0028__img_00012752__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0029,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9885939359664916,False,True,img_00013588,img_00013588__fgsm__efficientnet_b0,img_00013588__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013588__fgsm__efficientnet_b0.png,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/fgsm/xai_case_0029__img_00013588__fgsm__efficientnet_b0.png,1,weapon,Integrated Gradients,32
efficientnet_b0_weapon_to_non_weapon,xai_case_0030,2026-05-11T19:27:06+00:00,weapon_to_non_weapon,efficientnet_b0,fold_3,perturbed,anti_forensic,histogram_modification,weapon,non_weapon,0.9879887104034424,False,True,img_00000474,img_00000474__histogram_modification,img_00000474__histogram_modification,attacks/anti_forensic/histogram_modification/fold_3/weapon/img_00000474__histogram_modification.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_weapon_to_non_weapon/efficientnet_b0/histogram_modification/xai_case_0030__img_00000474__histogram_modification.png,1,weapon,Integrated Gradients,32
