run_tag,created_at,candidate_id,manual_selected,selection_rank,reviewer_id,review_timestamp,selection_action,selection_notes,requested_cases_for_attack,evaluated_model,evaluation_fold,sample_type,attack_family,attack_name,final_label,prediction,confidence,correct,clean_correct,original_image_id,generated_image_id,sample_id,image_relative_path,clean_relative_path,perturbed_relative_path,sha256_original,sha256_perturbed,md5_original,md5_perturbed
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00000314_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9961273074150084,False,True,img_00000314,img_00000314__fgsm__efficientnet_b0,img_00000314__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000314__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00010402_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9959182143211364,False,True,img_00010402,img_00010402__fgsm__efficientnet_b0,img_00010402__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00010402__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00014400_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9958765506744384,False,True,img_00014400,img_00014400__fgsm__efficientnet_b0,img_00014400__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00014400__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00000139_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9953017234802246,False,True,img_00000139,img_00000139__fgsm__efficientnet_b0,img_00000139__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00000139__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_4__fgsm__img_00012722_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_4,perturbed,adversarial,fgsm,weapon,non_weapon,0.9952242374420166,False,True,img_00012722,img_00012722__fgsm__efficientnet_b0,img_00012722__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_4/weapon/img_00012722__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00000138_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9952034950256348,False,True,img_00000138,img_00000138__fgsm__efficientnet_b0,img_00000138__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000138__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00012634_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9943538904190063,False,True,img_00012634,img_00012634__fgsm__efficientnet_b0,img_00012634__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00012634__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00013599_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9939002990722656,False,True,img_00013599,img_00013599__fgsm__efficientnet_b0,img_00013599__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00013599__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_1__fgsm__img_00013589_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9936165809631348,False,True,img_00013589,img_00013589__fgsm__efficientnet_b0,img_00013589__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013589__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00013537_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9931463599205016,False,True,img_00013537,img_00013537__fgsm__efficientnet_b0,img_00013537__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00013537__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00013533_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9924662709236144,False,True,img_00013533,img_00013533__fgsm__efficientnet_b0,img_00013533__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013533__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00013590_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.992031455039978,False,True,img_00013590,img_00013590__fgsm__efficientnet_b0,img_00013590__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013590__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00014497_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9918971657752992,False,True,img_00014497,img_00014497__fgsm__efficientnet_b0,img_00014497__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00014497__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00000125_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9897522926330566,False,True,img_00000125,img_00000125__fgsm__efficientnet_b0,img_00000125__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000125__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_3__fgsm__img_00012754_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.989648163318634,False,True,img_00012754,img_00012754__fgsm__efficientnet_b0,img_00012754__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00012754__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_4__fgsm__img_00000126_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_4,perturbed,adversarial,fgsm,weapon,non_weapon,0.9896292090415956,False,True,img_00000126,img_00000126__fgsm__efficientnet_b0,img_00000126__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_4/weapon/img_00000126__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00000321_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9895725846290588,False,True,img_00000321,img_00000321__fgsm__efficientnet_b0,img_00000321__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00000321__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00012752_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.98955637216568,False,True,img_00012752,img_00012752__fgsm__efficientnet_b0,img_00012752__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00012752__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_1__fgsm__img_00013588_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9885939359664916,False,True,img_00013588,img_00013588__fgsm__efficientnet_b0,img_00013588__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013588__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00013596_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9872804284095764,False,True,img_00013596,img_00013596__fgsm__efficientnet_b0,img_00013596__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013596__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_3__fgsm__img_00013557_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.9868762493133544,False,True,img_00013557,img_00013557__fgsm__efficientnet_b0,img_00013557__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00013557__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_3__fgsm__img_00012891_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.9866306185722352,False,True,img_00012891,img_00012891__fgsm__efficientnet_b0,img_00012891__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00012891__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_3__fgsm__img_00000839_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.9865775108337402,False,True,img_00000839,img_00000839__fgsm__efficientnet_b0,img_00000839__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00000839__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00000023_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9863781929016112,False,True,img_00000023,img_00000023__fgsm__efficientnet_b0,img_00000023__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000023__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00013504_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.985864520072937,False,True,img_00013504,img_00013504__fgsm__efficientnet_b0,img_00013504__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013504__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00013567_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.985678493976593,False,True,img_00013567,img_00013567__fgsm__efficientnet_b0,img_00013567__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013567__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_1__fgsm__img_00013597_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9840229749679564,False,True,img_00013597,img_00013597__fgsm__efficientnet_b0,img_00013597__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013597__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00013538_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.984002649784088,False,True,img_00013538,img_00013538__fgsm__efficientnet_b0,img_00013538__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00013538__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_4__fgsm__img_00013568_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_4,perturbed,adversarial,fgsm,weapon,non_weapon,0.9832995533943176,False,True,img_00013568,img_00013568__fgsm__efficientnet_b0,img_00013568__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_4/weapon/img_00013568__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_1__fgsm__img_00013608_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.982884407043457,False,True,img_00013608,img_00013608__fgsm__efficientnet_b0,img_00013608__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013608__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00000336_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9827811121940612,False,True,img_00000336,img_00000336__fgsm__efficientnet_b0,img_00000336__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00000336__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_5__fgsm__img_00012914_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_5,perturbed,adversarial,fgsm,weapon,non_weapon,0.9825716018676758,False,True,img_00012914,img_00012914__fgsm__efficientnet_b0,img_00012914__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_5/weapon/img_00012914__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_4__fgsm__img_00000603_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_4,perturbed,adversarial,fgsm,weapon,non_weapon,0.981925368309021,False,True,img_00000603,img_00000603__fgsm__efficientnet_b0,img_00000603__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_4/weapon/img_00000603__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_1__fgsm__img_00013562_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9811069965362548,False,True,img_00013562,img_00013562__fgsm__efficientnet_b0,img_00013562__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00013562__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_2__fgsm__img_00012952_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_2,perturbed,adversarial,fgsm,weapon,non_weapon,0.9809289574623108,False,True,img_00012952,img_00012952__fgsm__efficientnet_b0,img_00012952__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_2/weapon/img_00012952__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_1__fgsm__img_00012675_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_1,perturbed,adversarial,fgsm,weapon,non_weapon,0.9802266359329224,False,True,img_00012675,img_00012675__fgsm__efficientnet_b0,img_00012675__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_1/weapon/img_00012675__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_3__fgsm__img_00012660_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.9801245927810668,False,True,img_00012660,img_00012660__fgsm__efficientnet_b0,img_00012660__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00012660__fgsm__efficientnet_b0.png,,,,,,
efficientnet_b0_attack_stratified_per_attack_3_multi_attack_manual_target_both_manual_all_attacks_3_cases_generate_ig,2026-05-12T01:45:54+00:00,efficientnet_b0__fold_3__fgsm__img_00013649_fgsm_efficientnet_b0,False,,,,,,3,efficientnet_b0,fold_3,perturbed,adversarial,fgsm,weapon,non_weapon,0.9800374507904052,False,True,img_00013649,img_00013649__fgsm__efficientnet_b0,img_00013649__fgsm__efficientnet_b0,attacks/adversarial/fgsm/efficientnet_b0/fold_3/weapon/img_00013649__fgsm__efficientnet_b0.png,,,,,,
