run_tag,created_at,candidate_id,manual_selected,selection_rank,reviewer_id,review_timestamp,selection_action,selection_notes,group_field,group_name,requested_cases_for_group,requested_cases_for_attack,case_bucket,xai_selection_reason,xai_priority_label,evaluated_model,evaluation_fold,sample_type,attack_family,attack_name,final_label,prediction,confidence,correct,clean_correct,original_image_id,generated_image_id,sample_id,image_relative_path,clean_relative_path,perturbed_relative_path,sha256_original,sha256_perturbed,md5_original,md5_perturbed
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00000145,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999994039535522,True,True,img_00000145,img_00000145,img_00000145,datasets/splits/clean/fold_5/weapon/img_00000145.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00003524,True,2.0,Lello,2026-05-23T08:11:12+00:00,select,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999994039535522,True,True,img_00003524,img_00003524,img_00003524,datasets/splits/clean/fold_5/weapon/img_00003524.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00000568,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999992847442628,True,True,img_00000568,img_00000568,img_00000568,datasets/splits/clean/fold_5/weapon/img_00000568.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00010544,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999992847442628,True,True,img_00010544,img_00010544,img_00010544,datasets/splits/clean/fold_5/weapon/img_00010544.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00014439,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999992847442628,True,True,img_00014439,img_00014439,img_00014439,datasets/splits/clean/fold_5/weapon/img_00014439.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00000137,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999991655349731,True,True,img_00000137,img_00000137,img_00000137,datasets/splits/clean/fold_5/weapon/img_00000137.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00014411,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999991655349731,True,True,img_00014411,img_00014411,img_00014411,datasets/splits/clean/fold_5/weapon/img_00014411.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00013585,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999990463256836,True,True,img_00013585,img_00013585,img_00013585,datasets/splits/clean/fold_1/weapon/img_00013585.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00014448,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999990463256836,True,True,img_00014448,img_00014448,img_00014448,datasets/splits/clean/fold_1/weapon/img_00014448.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00013014,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999990463256836,True,True,img_00013014,img_00013014,img_00013014,datasets/splits/clean/fold_5/weapon/img_00013014.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_2__clean_correct_weapon__clean__img_00014392,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_2,clean,none,clean,weapon,weapon,0.9999984502792358,True,True,img_00014392,img_00014392,img_00014392,datasets/splits/clean/fold_2/weapon/img_00014392.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_3__clean_correct_weapon__clean__img_00014385,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_3,clean,none,clean,weapon,weapon,0.9999983310699464,True,True,img_00014385,img_00014385,img_00014385,datasets/splits/clean/fold_3/weapon/img_00014385.png,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00013577,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999979734420776,True,True,img_00013577,img_00013577,img_00013577,datasets/splits/clean/fold_1/weapon/img_00013577.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00000566,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999979734420776,True,True,img_00000566,img_00000566,img_00000566,datasets/splits/clean/fold_5/weapon/img_00000566.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_4__clean_correct_weapon__clean__img_00012683,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_4,clean,none,clean,weapon,weapon,0.9999977350234984,True,True,img_00012683,img_00012683,img_00012683,datasets/splits/clean/fold_4/weapon/img_00012683.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00014406,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999977350234984,True,True,img_00014406,img_00014406,img_00014406,datasets/splits/clean/fold_5/weapon/img_00014406.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_2__clean_correct_weapon__clean__img_00013578,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_2,clean,none,clean,weapon,weapon,0.999997615814209,True,True,img_00013578,img_00013578,img_00013578,datasets/splits/clean/fold_2/weapon/img_00013578.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00014516,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999974966049194,True,True,img_00014516,img_00014516,img_00014516,datasets/splits/clean/fold_5/weapon/img_00014516.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00013566,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.99999737739563,True,True,img_00013566,img_00013566,img_00013566,datasets/splits/clean/fold_1/weapon/img_00013566.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00012974,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999972581863404,True,True,img_00012974,img_00012974,img_00012974,datasets/splits/clean/fold_1/weapon/img_00012974.png,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00000353,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999971389770508,True,True,img_00000353,img_00000353,img_00000353,datasets/splits/clean/fold_1/weapon/img_00000353.png,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00013570,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999971389770508,True,True,img_00013570,img_00013570,img_00013570,datasets/splits/clean/fold_5/weapon/img_00013570.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00014377,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.999996781349182,True,True,img_00014377,img_00014377,img_00014377,datasets/splits/clean/fold_5/weapon/img_00014377.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00013639,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.999996542930603,True,True,img_00013639,img_00013639,img_00013639,datasets/splits/clean/fold_5/weapon/img_00013639.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00000814,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999964237213136,True,True,img_00000814,img_00000814,img_00000814,datasets/splits/clean/fold_5/weapon/img_00000814.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00000156,True,3.0,Lello,2026-05-23T08:11:27+00:00,select,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999961853027344,True,True,img_00000156,img_00000156,img_00000156,datasets/splits/clean/fold_5/weapon/img_00000156.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00000226,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999957084655762,True,True,img_00000226,img_00000226,img_00000226,datasets/splits/clean/fold_1/weapon/img_00000226.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00012918,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999957084655762,True,True,img_00012918,img_00012918,img_00012918,datasets/splits/clean/fold_1/weapon/img_00012918.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00014389,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999954700469972,True,True,img_00014389,img_00014389,img_00014389,datasets/splits/clean/fold_1/weapon/img_00014389.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00000288,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999953508377076,True,True,img_00000288,img_00000288,img_00000288,datasets/splits/clean/fold_1/weapon/img_00000288.png,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_1__clean_correct_weapon__clean__img_00000487,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_1,clean,none,clean,weapon,weapon,0.9999951124191284,True,True,img_00000487,img_00000487,img_00000487,datasets/splits/clean/fold_1/weapon/img_00000487.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_2__clean_correct_weapon__clean__img_00000692,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_2,clean,none,clean,weapon,weapon,0.9999951124191284,True,True,img_00000692,img_00000692,img_00000692,datasets/splits/clean/fold_2/weapon/img_00000692.jpg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_3__clean_correct_weapon__clean__img_00000132,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_3,clean,none,clean,weapon,weapon,0.9999948740005492,True,True,img_00000132,img_00000132,img_00000132,datasets/splits/clean/fold_3/weapon/img_00000132.jpeg,,,,,,
efficientnet_b0_chapter5_core_candidates_per_bucket_500_manual_per_bucket_3_target_predicted_label_chapter5_separate_assets_final,2026-05-23T08:10:49+00:00,efficientnet_b0__fold_5__clean_correct_weapon__clean__img_00013603,False,,,,,,case_bucket,clean_correct_weapon,3,,clean_correct_weapon,Clean weapon image correctly classified as weapon.,,efficientnet_b0,fold_5,clean,none,clean,weapon,weapon,0.9999947547912598,True,True,img_00013603,img_00013603,img_00013603,datasets/splits/clean/fold_5/weapon/img_00013603.jpg,,,,,,
