run_tag,case_id,created_at,selection_strategy,evaluated_model,evaluation_fold,sample_type,attack_family,attack_name,final_label,prediction,confidence,correct,clean_correct,original_image_id,generated_image_id,sample_id,input_relative_path,ig_output_path,attribution_target_index,attribution_target_label,method,n_steps
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0011,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9999866485595704,,,img_00013443,img_00013443,img_00013443,datasets/splits/ood/ood_eval_set/ood/img_00013443.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0011__img_00013443.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0012,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_1,ood,none,ood,ood,weapon,0.9999839067459106,,,img_00013734,img_00013734,img_00013734,datasets/splits/ood/ood_eval_set/ood/img_00013734.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0012__img_00013734.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0013,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9999834299087524,,,img_00013434,img_00013434,img_00013434,datasets/splits/ood/ood_eval_set/ood/img_00013434.png,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0013__img_00013434.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0014,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9999825954437256,,,img_00013417,img_00013417,img_00013417,datasets/splits/ood/ood_eval_set/ood/img_00013417.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0014__img_00013417.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0015,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9999781847000122,,,img_00013451,img_00013451,img_00013451,datasets/splits/ood/ood_eval_set/ood/img_00013451.png,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0015__img_00013451.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0016,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_2,ood,none,ood,ood,non_weapon,0.9999451637268066,,,img_00015315,img_00015315,img_00015315,datasets/splits/ood/ood_eval_set/ood/img_00015315.webp,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0016__img_00015315.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0017,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9999018907546996,,,img_00013430,img_00013430,img_00013430,datasets/splits/ood/ood_eval_set/ood/img_00013430.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0017__img_00013430.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0018,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_3,ood,none,ood,ood,weapon,0.9998786449432372,,,img_00000024,img_00000024,img_00000024,datasets/splits/ood/ood_eval_set/ood/img_00000024.jpeg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0018__img_00000024.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0019,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_3,ood,none,ood,ood,non_weapon,0.9998748302459716,,,img_00013341,img_00013341,img_00013341,datasets/splits/ood/ood_eval_set/ood/img_00013341.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0019__img_00013341.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0020,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_2,ood,none,ood,ood,non_weapon,0.9998656511306764,,,img_00013515,img_00013515,img_00013515,datasets/splits/ood/ood_eval_set/ood/img_00013515.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0020__img_00013515.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0021,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_2,ood,none,ood,ood,non_weapon,0.999847412109375,,,img_00014975,img_00014975,img_00014975,datasets/splits/ood/ood_eval_set/ood/img_00014975.jpeg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0021__img_00014975.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0022,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_2,ood,none,ood,ood,weapon,0.9998175501823424,,,img_00000237,img_00000237,img_00000237,datasets/splits/ood/ood_eval_set/ood/img_00000237.jpeg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0022__img_00000237.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0023,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_2,ood,none,ood,ood,weapon,0.999786913394928,,,img_00013414,img_00013414,img_00013414,datasets/splits/ood/ood_eval_set/ood/img_00013414.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0023__img_00013414.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0024,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9997829794883728,,,img_00013727,img_00013727,img_00013727,datasets/splits/ood/ood_eval_set/ood/img_00013727.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0024__img_00013727.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0025,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.999772012233734,,,img_00000326,img_00000326,img_00000326,datasets/splits/ood/ood_eval_set/ood/img_00000326.jpeg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0025__img_00000326.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0026,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,non_weapon,0.9997527003288268,,,img_00012772,img_00012772,img_00012772,datasets/splits/ood/ood_eval_set/ood/img_00012772.png,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0026__img_00012772.png,0,non_weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0027,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_1,ood,none,ood,ood,weapon,0.9997488856315612,,,img_00000017,img_00000017,img_00000017,datasets/splits/ood/ood_eval_set/ood/img_00000017.jpeg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0027__img_00000017.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0028,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9997106194496156,,,img_00013711,img_00013711,img_00013711,datasets/splits/ood/ood_eval_set/ood/img_00013711.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0028__img_00013711.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0029,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_5,ood,none,ood,ood,weapon,0.9997084736824036,,,img_00013426,img_00013426,img_00013426,datasets/splits/ood/ood_eval_set/ood/img_00013426.jpg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0029__img_00013426.png,1,weapon,Integrated Gradients,32
efficientnet_b0_ood_high_confidence_thr_0_90,xai_case_0030,2026-05-11T19:25:46+00:00,ood_high_confidence,efficientnet_b0,fold_1,ood,none,ood,ood,non_weapon,0.9996973276138306,,,img_00015086,img_00015086,img_00015086,datasets/splits/ood/ood_eval_set/ood/img_00015086.jpeg,explainability/outputs/integrated_gradients/efficientnet_b0_ood_high_confidence_thr_0_90/efficientnet_b0/ood/xai_case_0030__img_00015086.png,0,non_weapon,Integrated Gradients,32
