image_id,prepared_filename,prepared_relative_path,source_group,source_dataset,source_relative_path,source_filename,sha256,width,height,size_bytes,extension,is_valid_image
img_00000032,img_00000032.jpeg,images/img_00000032.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_46.jpeg,Automatic Rifle_46.jpeg,2e2aa11f47e2f689766c0eb76d2b57040ea679921d03316cfa85a91e3ac5ebf0,1600,901,136361,.jpeg,True
img_00000033,img_00000033.jpeg,images/img_00000033.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_47.jpeg,Automatic Rifle_47.jpeg,91acb224ef0420d9bda7bc2423bb642f370f9bc85687db36fbf6d0214cc4f8e4,621,414,26061,.jpeg,True
img_00000034,img_00000034.jpeg,images/img_00000034.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_49.jpeg,Automatic Rifle_49.jpeg,200dfb689a4e096f71667d40bbdf8b993135f84b0027d9df6ed6bfde94a0fc2d,4000,2667,4963561,.jpeg,True
img_00000035,img_00000035.jpeg,images/img_00000035.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_5.jpeg,Automatic Rifle_5.jpeg,c27d63aa78099bf560602fd5b19a605bb34737bad5158588891ed60d9e258be2,2400,1800,125139,.jpeg,True
img_00000036,img_00000036.jpeg,images/img_00000036.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_51.jpeg,Automatic Rifle_51.jpeg,422f52323ab81753fc561267158e2c4f71f74d5ca214927d33e82fc8aec4f9fb,768,439,25142,.jpeg,True
img_00000037,img_00000037.jpeg,images/img_00000037.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_52.jpeg,Automatic Rifle_52.jpeg,29656949e96a839d4a7292ebbab646b36d974ed1f4fbc8e9a1d096214f2354d3,1024,684,159412,.jpeg,True
img_00000038,img_00000038.jpeg,images/img_00000038.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_53.jpeg,Automatic Rifle_53.jpeg,25ba0532f6cfb5cbc6224d6b20d7db6ba2954e751deb9c5b3cdb8850b2311ad8,1024,576,51468,.jpeg,True
img_00000039,img_00000039.jpeg,images/img_00000039.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_55.jpeg,Automatic Rifle_55.jpeg,ad5a42fc7f4249fd01949903839ef7a5b288870f978fe67b705da4493e1026db,1500,1125,58005,.jpeg,True
img_00000040,img_00000040.jpeg,images/img_00000040.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_56.jpeg,Automatic Rifle_56.jpeg,4c499ed0a64deea84293bd42fadcaff9ee980764113827b745250f0932928316,800,350,29958,.jpeg,True
img_00000041,img_00000041.jpeg,images/img_00000041.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_57.jpeg,Automatic Rifle_57.jpeg,83dbd88e9717ef1c800b2c67aa506fbf07a587f2e76d07f71c3cc81168714190,1200,800,60342,.jpeg,True
img_00000042,img_00000042.jpeg,images/img_00000042.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_6.jpeg,Automatic Rifle_6.jpeg,81a63895319f9599680c8dc3f5e98dd15b292126893123abac48e6b2df7673fd,800,468,47579,.jpeg,True
img_00000043,img_00000043.jpeg,images/img_00000043.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_66.jpeg,Automatic Rifle_66.jpeg,4f42fd99271d8ab3ee1e1185f02a28d9cb90e6402bdea65fb94b84eff15873a5,1599,1600,118870,.jpeg,True
img_00000044,img_00000044.jpeg,images/img_00000044.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_67.jpeg,Automatic Rifle_67.jpeg,1ee955e9abb3442b27430a0f9853938280a08eb2c894e8bbd5da0f2cb454b50e,2048,1365,413021,.jpeg,True
img_00000045,img_00000045.jpeg,images/img_00000045.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_71.jpeg,Automatic Rifle_71.jpeg,2fb025a217de8ccbe504cce990fccec5d020929c4c515c7cd0b188b107c0577a,1024,430,78383,.jpeg,True
img_00000046,img_00000046.jpeg,images/img_00000046.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Automatic Rifle_99.jpeg,Automatic Rifle_99.jpeg,b688cfe79be264ce6347e6fa54b87bef7bf1fb83acaffb233e66eeb06390010a,780,585,138765,.jpeg,True
img_00000047,img_00000047.png,images/img_00000047.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_10.png,Bazooka_10.png,019f593c860ddba186aa3597f05740059ebe3503a44fd9fe254487ddc3c002f7,512,512,80440,.png,True
img_00000048,img_00000048.jpeg,images/img_00000048.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_100.jpeg,Bazooka_100.jpeg,ac2e4bf94891aed812cc19a7a509fdca140edb7b2213be6e55714be1169df87f,1200,1200,33012,.jpeg,True
img_00000049,img_00000049.png,images/img_00000049.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_11.png,Bazooka_11.png,cfdd210f4c7cbaf950a906cec6e5f373cc3ee41525b98c36c91f8f27d849b218,640,360,99169,.png,True
img_00000050,img_00000050.jpeg,images/img_00000050.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_12.jpeg,Bazooka_12.jpeg,cb5dc81b97e32fd9b18c6af4a1f8e3e9e8f553dfa16a752df0f5d5597b320010,1000,780,61148,.jpeg,True
img_00000051,img_00000051.jpeg,images/img_00000051.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_13.jpeg,Bazooka_13.jpeg,7ec98855dd0534faf544012fdd44a1da79c9d1a5af097d91b847c502ae456a1a,1300,866,167309,.jpeg,True
img_00000052,img_00000052.jpeg,images/img_00000052.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_14.jpeg,Bazooka_14.jpeg,db0f76420a05f9c1869d590230d41cd04eec976a0890cc612374f956b0ef91e5,1280,720,172653,.jpeg,True
img_00000053,img_00000053.jpeg,images/img_00000053.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_15.jpeg,Bazooka_15.jpeg,96a9aeb36e7999a906724b1c202b5704d5eb1b4e58154547e50dacb26cdcb579,640,426,111360,.jpeg,True
img_00000054,img_00000054.jpeg,images/img_00000054.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_17.jpeg,Bazooka_17.jpeg,d1a0e0efd878d54e141d8a254728e7c04d09f11325aac0e6798c2d63bf98b29b,586,360,24865,.jpeg,True
img_00000055,img_00000055.jpeg,images/img_00000055.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_19.jpeg,Bazooka_19.jpeg,3b168cfcf09e60df60e6c781dec2930869c60a21dcf6cc6391fd2e68318a559f,1000,780,73971,.jpeg,True
img_00000056,img_00000056.jpeg,images/img_00000056.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_20.jpeg,Bazooka_20.jpeg,fd835a21532d3817e63c1f13582b026d9c9fc5a798fcd9cc87d4bdc805cfabf4,720,405,22260,.jpeg,True
img_00000057,img_00000057.jpeg,images/img_00000057.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_21.jpeg,Bazooka_21.jpeg,39c14c74a7fbcc4740eb5a9a4af83f2a0a1b06ff6ba75078b5faf169cd2919f6,1300,1173,56771,.jpeg,True
img_00000058,img_00000058.jpeg,images/img_00000058.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_24.jpeg,Bazooka_24.jpeg,b07df09db3929bc861013fe44bfacac293c491144a417b1f94b78dea110f31df,500,344,47293,.jpeg,True
img_00000059,img_00000059.jpeg,images/img_00000059.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_3.jpeg,Bazooka_3.jpeg,2f8bf516982a01ffa34004065050fd67ccffdb05b457a10a32a381f6a8c788ce,540,360,12562,.jpeg,True
img_00000060,img_00000060.jpeg,images/img_00000060.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_30.jpeg,Bazooka_30.jpeg,93b54eeb0b165abd0c93e28afb74ffd35fd698b50ce01a36279ddd2f7fc52cf2,1280,720,159662,.jpeg,True
img_00000061,img_00000061.jpeg,images/img_00000061.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_32.jpeg,Bazooka_32.jpeg,f3dd81e40dbc326e739d3713c8441a722411550909c045b845d4af92c2511261,1000,600,83316,.jpeg,True
img_00000062,img_00000062.jpeg,images/img_00000062.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_33.jpeg,Bazooka_33.jpeg,6248f185d7111da063c28df317a739852f2e21415a740e8896f3af0b0461430b,1280,720,120762,.jpeg,True
img_00000063,img_00000063.jpeg,images/img_00000063.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_39.jpeg,Bazooka_39.jpeg,c6d15f9b593e6f1eef2b8e670e10f9bf5046a139d1d413e96f7d3ff1a440348c,825,360,29076,.jpeg,True
img_00000064,img_00000064.png,images/img_00000064.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_40.png,Bazooka_40.png,577347090648ab4dae4fca94cdbbfae820ebc26066e5158df15fa0dd44f49a4a,1188,588,572361,.png,True
img_00000065,img_00000065.jpeg,images/img_00000065.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_42.jpeg,Bazooka_42.jpeg,5c4f317adaaf6d6e6378703135ecb3e73dcd9ceff693524c573151938c3c1dfd,1280,720,104249,.jpeg,True
img_00000066,img_00000066.jpeg,images/img_00000066.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_43.jpeg,Bazooka_43.jpeg,e60a12774cf5ee637aedcd6235e2d5a6ff1ba29e7b4bb241f12b7532ef8218f9,1300,957,53581,.jpeg,True
img_00000067,img_00000067.jpeg,images/img_00000067.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_45.jpeg,Bazooka_45.jpeg,341672abaeb985b5233c8761d820df11514b39a1bff01c8d673d23796dc71f2d,3333,3333,182192,.jpeg,True
img_00000068,img_00000068.png,images/img_00000068.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_50.png,Bazooka_50.png,834ff83862a8f0f6a3c8f919786afc1205fc52aff2238dbc0e04231cd31fa56c,800,800,49964,.png,True
img_00000069,img_00000069.jpeg,images/img_00000069.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_51.jpeg,Bazooka_51.jpeg,23bf97c0daf6aff387ef8921b8d33f7f8e4bad1ab91db10d0c29ce0df744c129,660,660,20426,.jpeg,True
img_00000070,img_00000070.jpeg,images/img_00000070.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_53.jpeg,Bazooka_53.jpeg,e609d976383af2a1012847993401a3e3ffca38a88b56cc7c5ca16945a71c52e2,540,360,33187,.jpeg,True
img_00000071,img_00000071.jpeg,images/img_00000071.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_55.jpeg,Bazooka_55.jpeg,0dc3ebda6d677836970cc55f85d9f63ccb857ecf00523fd027d04a1dbe7cb383,1850,1000,340372,.jpeg,True
img_00000072,img_00000072.jpeg,images/img_00000072.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_57.jpeg,Bazooka_57.jpeg,380b4d4bb47b3caf157f24370631436107787872578f0ab45e731e6a2c5afc44,2518,1313,171017,.jpeg,True
img_00000073,img_00000073.jpeg,images/img_00000073.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_58.jpeg,Bazooka_58.jpeg,3ae6cf68bd62be609171995fbfa91311cc9c74322abf070d683edc4dc948632b,1500,655,63764,.jpeg,True
img_00000074,img_00000074.jpeg,images/img_00000074.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_6.jpeg,Bazooka_6.jpeg,237373304431f9f8c12348dc07806aa996b6400186cb1913472a68110cffd7bd,1800,1200,399018,.jpeg,True
img_00000075,img_00000075.jpeg,images/img_00000075.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_60.jpeg,Bazooka_60.jpeg,6ebe0ff4f6b3db9f4e83842229ea257aaaaa14a63c55b42b8ceab754dd5618db,736,1079,79410,.jpeg,True
img_00000076,img_00000076.jpeg,images/img_00000076.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_61.jpeg,Bazooka_61.jpeg,ffb3c9e95c53256f70cf77f0a29dea21107d120a530b5096b6435ae593871172,3917,2064,350733,.jpeg,True
img_00000077,img_00000077.jpeg,images/img_00000077.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_73.jpeg,Bazooka_73.jpeg,38d98752250d7007352f85158f46a9301102a16c9fd20fc816bd532b0f9d838c,626,352,9532,.jpeg,True
img_00000078,img_00000078.jpeg,images/img_00000078.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_8.jpeg,Bazooka_8.jpeg,ef906c1033bb3459b4a74697126b39e85942d9d7e2c4805da81000a4e619ac39,800,600,32057,.jpeg,True
img_00000079,img_00000079.jpeg,images/img_00000079.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_81.jpeg,Bazooka_81.jpeg,66e255f1a7e3796779c5201679644cdb34712f15445d13580dca4114355d94d6,1300,1390,117366,.jpeg,True
img_00000080,img_00000080.jpeg,images/img_00000080.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_84.jpeg,Bazooka_84.jpeg,3771c51afc184b3e54e43c905a2f520a748bf59e8ab5c9b6935dbd04adb109e9,900,721,61725,.jpeg,True
img_00000081,img_00000081.jpeg,images/img_00000081.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Bazooka_87.jpeg,Bazooka_87.jpeg,0a606d1b1319e1e4119f1dcd393136173cb8de87320d7742aedbcf9d4d780996,1000,804,215555,.jpeg,True
img_00000082,img_00000082.jpeg,images/img_00000082.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_10.jpeg,Grenade Launcher_10.jpeg,994ee45044fe2be61064384ccc1d54d4c90c077fee47b77a4a912351aae93b55,1280,720,171119,.jpeg,True
img_00000083,img_00000083.jpeg,images/img_00000083.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_11.jpeg,Grenade Launcher_11.jpeg,db7c734ec54a88642f6ba5a07fac91d2cedefab1bd15a24ce6dd40e6c94da1ec,1920,1080,459907,.jpeg,True
img_00000084,img_00000084.jpeg,images/img_00000084.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_12.jpeg,Grenade Launcher_12.jpeg,b8f31f902de0aae97d07dcf24ba4a29a2a3cce4206bbe43bdbe48b2ce9cc4fb0,1500,1101,401123,.jpeg,True
img_00000085,img_00000085.png,images/img_00000085.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_15.png,Grenade Launcher_15.png,4004f5bc07c563eeeb8db3a6a41df72f909ca69e3114e51e18aac4f9b4d6317c,1920,1080,1645655,.png,True
img_00000086,img_00000086.jpeg,images/img_00000086.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_16.jpeg,Grenade Launcher_16.jpeg,b03d4f21ab260af84759e8c595113cdb08cb6753c23f0887ec7a1df9f695e888,800,533,55910,.jpeg,True
img_00000087,img_00000087.jpeg,images/img_00000087.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_17.jpeg,Grenade Launcher_17.jpeg,1bdb103866019aab28251fadab0b77b6a978d4c8e6a35eb468742d3cda496619,1300,986,142656,.jpeg,True
img_00000088,img_00000088.jpeg,images/img_00000088.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_18.jpeg,Grenade Launcher_18.jpeg,2f51d42fa38d1902f89750175eb96d7fabfac7ff64aac3ecc37634029287149a,1344,756,218830,.jpeg,True
img_00000089,img_00000089.jpeg,images/img_00000089.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_23.jpeg,Grenade Launcher_23.jpeg,3d9f0d03c2fac6475a5582e3f40e72ff7d27f9ae840b320859a83237d3b4d9df,509,330,23340,.jpeg,True
img_00000090,img_00000090.jpeg,images/img_00000090.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_24.jpeg,Grenade Launcher_24.jpeg,c20c69e5f7f6fc323d3419a2c0e25d135f370da35b8c23132fcb7c4d3df42496,1920,1080,97892,.jpeg,True
img_00000091,img_00000091.jpeg,images/img_00000091.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_28.jpeg,Grenade Launcher_28.jpeg,7128ded3cf52c0290661b3a9deec49ec073611551dd6b00798882634ea9a8ea2,1920,1080,114358,.jpeg,True
img_00000092,img_00000092.jpeg,images/img_00000092.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_29.jpeg,Grenade Launcher_29.jpeg,eda1e9cca6285abed595860023d125bd37aa9155ecc751ccabde39df1bcb3138,400,400,21421,.jpeg,True
img_00000093,img_00000093.jpeg,images/img_00000093.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_3.jpeg,Grenade Launcher_3.jpeg,702f5934da06704afeccf1c519fe92e4161f607948a61c725e8ab8aee4642c13,638,320,73959,.jpeg,True
img_00000094,img_00000094.jpeg,images/img_00000094.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_30.jpeg,Grenade Launcher_30.jpeg,51c4a6b6c277071ffa19db4d3eedddbe14d357c0bb1d8d322f625ef8ea7a9c3b,676,357,17092,.jpeg,True
img_00000095,img_00000095.jpeg,images/img_00000095.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_32.jpeg,Grenade Launcher_32.jpeg,2d2cbc6f5e885258ed682d98338fbf616644c613a23b88a4ec1d438994b4ce5a,1300,950,48425,.jpeg,True
img_00000096,img_00000096.jpeg,images/img_00000096.jpeg,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_36.jpeg,Grenade Launcher_36.jpeg,4c2abc93b53088035fa99fb345fed3d6165141adc4afa83dc873c8488a62b3dd,1280,720,98378,.jpeg,True
img_00000097,img_00000097.png,images/img_00000097.png,kaggle,01_kaggle_weapon,weapon_detection/train/images/Grenade Launcher_37.png,Grenade Launcher_37.png,8e35d4763b9e4c391a8b7ed266907ba5e5d1fcd782436e583c2a5d47230a3992,1920,1080,1831920,.png,True
