_candidate_class,_candidate_rank,_origin,_selection_reason,assigned_label,audit_notes,audit_reviewer_id,audit_status,audit_timestamp,auto_confidence,auto_label,current_bucket,exclusion_reason,extension,final_label,final_reviewer_id,final_timestamp,height,image_id,is_not_yet_evaluated,is_valid_image,label_confidence,manual_label,manual_review_priority_rank,non_weapon_score,ood_flag,ood_notes,origin_db,original_label,prelabel_error,prelabel_model,prelabel_status,prelabel_timestamp,prepared_filename,proposed_label,record_role,relative_path,review_notes,review_phase,review_status,review_timestamp,reviewer_id,score_margin,sha256,size_bytes,source_dataset,source_filename,source_group,source_relative_path,topup_added,topup_decision,topup_notes,topup_reviewer_id,topup_source,topup_source_gap_missing,topup_timestamp,triage_label,triage_reviewer_id,triage_timestamp,weapon_score,width,freeze_review_class,freeze_decision,freeze_status,freeze_reviewer_id,freeze_timestamp,freeze_notes,assigned_label_norm
,,,,non_weapon,,,pending,,0.167463,non_weapon,non_weapon_selected,,,,,,,img_00014137,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014137.jpg,,,,,,0.001592,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168432,non_weapon,non_weapon_selected,,,,,,,img_00014138,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014138.jpg,,,,,,0.00353,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166901,weapon,non_weapon_selected,,,,,,,img_00014149,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014149.jpg,,,,,,0.000469,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166883,weapon,non_weapon_selected,,,,,,,img_00014151,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014151.jpg,,,,,,0.000433,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167887,non_weapon,non_weapon_selected,,,,,,,img_00014152,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014152.jpg,,,,,,0.002441,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168145,non_weapon,non_weapon_selected,,,,,,,img_00014160,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014160.jpg,,,,,,0.002956,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.1669,non_weapon,non_weapon_selected,,,,,,,img_00014184,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014184.jpg,,,,,,0.000466,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168873,non_weapon,non_weapon_selected,,,,,,,img_00014188,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014188.jpg,,,,,,0.004412,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
non_weapon,,,auto_label=non_weapon,non_weapon,,,pending,,0.167897,non_weapon,,,,,,,,img_00014190,,,,,168.0,,,,round3,non_weapon,,,,,,,,images/img_00014190.jpg,,,,,,0.002461,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.166796,weapon,non_weapon_selected,,,,,,,img_00014191,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014191.jpg,,,,,,0.000258,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
non_weapon,,round1_pending,round1_pending:auto_label=non_weapon,non_weapon,,,pending,,0.167316,non_weapon,,,,,,,,img_00014235,,,,,32.0,,,,round4,non_weapon,,,,,,,,images/img_00014235.jpg,,,,,,0.001298,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167225,non_weapon,non_weapon_selected,,,,,,,img_00014268,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014268.jpg,,,,,,0.001118,,,04_telegram_youtube,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168573,non_weapon,non_weapon_selected,,,,,,,img_00014373,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014373.jpeg,,,,,,0.003813,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
non_weapon,,,auto_label=non_weapon,non_weapon,,,pending,,0.16761,non_weapon,,,,,,,,img_00014375,,,,,40.0,,,,round3,non_weapon,,,,,,,,images/img_00014375.jpeg,,,,,,0.001886,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.169888,non_weapon,non_weapon_selected,,,,,,,img_00014396,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014396.jpeg,,,,,,0.006443,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.16818,non_weapon,non_weapon_selected,,,,,,,img_00014398,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014398.jpeg,,,,,,0.003026,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
non_weapon,,,auto_label=non_weapon,non_weapon,,,pending,,0.167724,non_weapon,,,,,,,,img_00014404,,,,,20.0,,,,round3,non_weapon,,,,,,,,images/img_00014404.jpeg,,,,,,0.002115,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168365,non_weapon,non_weapon_selected,,,,,,,img_00014408,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014408.jpeg,,,,,,0.003396,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.168865,non_weapon,non_weapon_selected,,,,,,,img_00014409,,,,,,,,,consolidation_base,non_weapon,,,,,,,,images/img_00014409.jpeg,,,,,,0.004396,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
,,,,non_weapon,,,pending,,0.167187,non_weapon,,,,,,,,img_00014412,,,,,175.0,,,,round1,non_weapon,,,,,,,,images/img_00014412.jpeg,,,,,,0.00104,,,05_deepweb,,,,,,,,,,,,,,,,,,,,,,non_weapon
