bundle_id,suffix,sensitive_hits,sensitive_hit_count,tool_name,tool_display,sample_type,attack_family,attack_name,final_label,normalized_prediction,weapon_detected,correct,false_negative,false_positive
bundle_001011,.jpeg,ammunition;bazooka;firearm;gun;handgun;launcher;rifle;rocket launcher;weapon,9,excire_foto_2025_d50,Excire Foto 2025 D50,ood,none,ood,ood,weapon,True,False,False,False
bundle_001011,.jpeg,ammunition;bazooka;firearm;gun;handgun;launcher;rifle;rocket launcher;weapon,9,excire_foto_2025_d80,Excire Foto 2025 D80,ood,none,ood,ood,weapon,True,False,False,False
bundle_001011,.jpeg,ammunition;bazooka;firearm;gun;handgun;launcher;rifle;rocket launcher;weapon,9,cellebrite_inseyets,Cellebrite Inseyets,ood,none,ood,ood,weapon,True,False,False,False
bundle_001011,.jpeg,ammunition;bazooka;firearm;gun;handgun;launcher;rifle;rocket launcher;weapon,9,griffeye,Magnet Griffeye / T3K CORE,ood,none,ood,ood,weapon,True,False,False,False
bundle_001372,.jpg,ammunition;blood;crime scene;knife;murder;pistol;weapon,7,magnet_axiom,Magnet AXIOM / Magnet.AI,ood,none,ood,ood,weapon,True,False,False,False
bundle_001372,.jpg,ammunition;blood;crime scene;knife;murder;pistol;weapon,7,excire_foto_2025_d20,Excire Foto 2025 D20,ood,none,ood,ood,non_weapon,False,False,False,False
bundle_001372,.jpg,ammunition;blood;crime scene;knife;murder;pistol;weapon,7,excire_foto_2025_d50,Excire Foto 2025 D50,ood,none,ood,ood,weapon,True,False,False,False
bundle_001372,.jpg,ammunition;blood;crime scene;knife;murder;pistol;weapon,7,excire_foto_2025_d80,Excire Foto 2025 D80,ood,none,ood,ood,weapon,True,False,False,False
bundle_001372,.jpg,ammunition;blood;crime scene;knife;murder;pistol;weapon,7,cellebrite_inseyets,Cellebrite Inseyets,ood,none,ood,ood,non_weapon,False,False,False,False
bundle_001372,.jpg,ammunition;blood;crime scene;knife;murder;pistol;weapon,7,griffeye,Magnet Griffeye / T3K CORE,ood,none,ood,ood,non_weapon,False,False,False,False
bundle_001380,.jpg,blood;crime scene;weapon,3,magnet_axiom,Magnet AXIOM / Magnet.AI,ood,none,ood,ood,weapon,True,False,False,False
bundle_001380,.jpg,blood;crime scene;weapon,3,excire_foto_2025_d20,Excire Foto 2025 D20,ood,none,ood,ood,non_weapon,False,False,False,False
bundle_001380,.jpg,blood;crime scene;weapon,3,excire_foto_2025_d50,Excire Foto 2025 D50,ood,none,ood,ood,weapon,True,False,False,False
bundle_001380,.jpg,blood;crime scene;weapon,3,excire_foto_2025_d80,Excire Foto 2025 D80,ood,none,ood,ood,weapon,True,False,False,False
bundle_001380,.jpg,blood;crime scene;weapon,3,cellebrite_inseyets,Cellebrite Inseyets,ood,none,ood,ood,weapon,True,False,False,False
bundle_001380,.jpg,blood;crime scene;weapon,3,griffeye,Magnet Griffeye / T3K CORE,ood,none,ood,ood,non_weapon,False,False,False,False
bundle_001383,.jpg,bloody;crime scene;knife;murder,4,magnet_axiom,Magnet AXIOM / Magnet.AI,ood,none,ood,ood,weapon,True,False,False,False
bundle_001383,.jpg,bloody;crime scene;knife;murder,4,excire_foto_2025_d20,Excire Foto 2025 D20,ood,none,ood,ood,non_weapon,False,False,False,False
bundle_001383,.jpg,bloody;crime scene;knife;murder,4,excire_foto_2025_d50,Excire Foto 2025 D50,ood,none,ood,ood,weapon,True,False,False,False
bundle_001383,.jpg,bloody;crime scene;knife;murder,4,excire_foto_2025_d80,Excire Foto 2025 D80,ood,none,ood,ood,weapon,True,False,False,False
bundle_001383,.jpg,bloody;crime scene;knife;murder,4,cellebrite_inseyets,Cellebrite Inseyets,ood,none,ood,ood,weapon,True,False,False,False
bundle_001383,.jpg,bloody;crime scene;knife;murder,4,griffeye,Magnet Griffeye / T3K CORE,ood,none,ood,ood,non_weapon,False,False,False,False
